Ankara;(4. Yarış Günü);25/04/2026
1. Kosu :   14.30;Handikap 15 /H2; 3 Yaşlı İngilizler; kg; 1400m; Kum;;;;Rekor Derece :1.24.28
İkramiye;;;;;Yetiştirici Primi;;;;
1.)595.000 TL;2.)238.000 TL;3.)119.000 TL;4.)59.500 TL;5.)29.750 TL;1.)107.100 TL;2.)42.840 TL;3.)21.420 TL;4.)10.710 TL;5.)5.355 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;GOLDEN PROMISE KG K;3y d  e;TIZWAY (USA);VICTORY PROMISE;55 +0.30;N.DEMİR;AYTUĞ ATALAY;C.DEMİR;6;;46;1:28.45;1,70;4 Boy
2;NEJDET BAŞKAN K DB;3y d  e;TILSIT (USA);MAZEJAN;60;A.KURŞUN;NEJDET SUMEL;YAS.POLAT;8 - DS;;56;1:29.26;5,30;1,5  Boy
3;CAPITAL DB SKG SK;3y d  e;KLIMT (USA);LION BLEU;57,5;SERH.ÇELİK AP;BERKE KURTULUŞ;İ.AKKILIÇ;3;;57;1:29.49;13,70;1,5  Boy
4;DOUBLE WORLD K DB;3y a  e;GOOD CURRY;CHROME HEART;57;A.ÇELİK;ÖMERCAN EROĞLU;E.ACER;2;;50;1:29.67;8,65;Yarım Boy
5;ALAMETİ FARİKA K DB;3y d  d;TOCCET (USA);PRENSES GÖZDE;59,5;V.ABİŞ;MURAT KARA;İ.ÇEÇAN;5;;55;1:29.74;6,95;
6;WORLD CHIEF KG SK;3y a  e;LION HEART (USA);PARISTAMBUL;51,5 +1.80;E.ÇİZİK;ANZİLHA ALADAĞ;A.ÇİFTÇİ;7;;39;1:29.89;6,15;
7;SUFFERRING GIRL KG K;3y a  d;FINESSE;BOLT GIRL;55 +1.00;H.ÇİZİK;CEMİL ÇİZİK;AL.ÇİZİK;1;;46;1:30.13;15,55;
8;MISS ELLEN KG DB SK;3y d  d;HASAFET;MISS LENA;54 +0.30;E.AKTUĞ;GÜLDANE ÇİÇEK;S.GÜRKAN;9 - DS;;44;1:31.55;26,35;
9;LION STONE SK;3y a  e;KLIMT (USA);DARİN SULTAN;56,5;M.A.AKGÖBEK AP;NURAY TEMİZKAN;Ö.F.TAN;4;;53;Derecesiz;8,85;
GANYAN(6) :1,70 TL, İKİLİ(2/6) :6,00 TL, SIRALI İKİLİ(6/2) :8,10 TL, ÜÇLÜ BAHİS(6/2/1) :149,10 TL, PLASE(2) :1,05 TL, PLASE(6) :1,05 TL

2. Kosu :   15.00;Handikap 16 /H1; 3 ve Yukarı İngilizler; kg; 2100m; Kum;;;;Rekor Derece :2.12.77
İkramiye;;;;;Yetiştirici Primi;;;;
1.)730.000 TL;2.)292.000 TL;3.)146.000 TL;4.)73.000 TL;5.)36.500 TL;1.)131.400 TL;2.)52.560 TL;3.)26.280 TL;4.)13.140 TL;5.)6.570 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;NERITOR KG K;4y d  a;TOROK (IRE);NERIA;52 +2.00;V.ABİŞ;SABA ÇİL;Y.DEMİR;7;%48.29(1);55;2:17.64;1,80;5,5 Boy
2;FEMALE EAGLE KG SK;4y d k;COOGER;WESTERN LADY;53,5;M.BAYIR;BÜLENT CANGİR;A.ÇİFTÇİ;4;%2.22(8);58;2:18.55;22,65;1,5  Boy
3;SUNDANCE K DB;4y d  a;HAKEEM (USA);STAR GOLD;59;A.ÇELİK;AHMET CEMİL BURHANLIOĞLU;A.ÇIKMAN;8;%12.95(2);69;2:18.81;4,80;3,5 Boy
4;BEST ALYA KG DB SK;4y d k;VICTOIRE PISA (JPN);ATEŞHATUN;54 +1.70;SAL.ÇELİK;NİHAT ARSLAN;Y.BAYSAL;5;%4.16(6);59;2:19.43;11,85;Yarım Boy
5;SECRET MAN DB SKG;4y a  a;TRAPPE SHOT (USA);RAINSTORM;59;M.AKYAVUZ;MÜSLÜM ŞİMŞEK;HÜS.KAYA;1;%2.95(7);69;2:19.54;21,85;
6;HAWORTH KG K;4y d  a;GLOBAL CAMPAIGN (USA);ABOVE THE MIEN (USA);58,5;A.KURŞUN;AHMET BARMAN;Z.YILMAZ;11 - DS;%12.54(3);68;2:19.78;5,35;
7;BABA RÜSTEM DB SKG SK;5y d  a;ABBAS YOLCU;LADY MARIA;50 +2.00;F.YÜCEL AP;MUSTAFA ERGÜR;At Sahibi;6;%1.95(9);46;2:21.35;17,05;
8;İCRA DB SKG SK;4y d k;MYBOYCHARLIE (IRE);DESDEMONA;53 +0.80;E.ÇİZİK;VEYSEL KAHRAMAN;BAH.GÖK;9 - DS;%6.38(4);57;2:24.04;7,55;
9;MY SİXTH SENSE KG DB SK;4y k  a;SEVENTH SENSE;FLICK THE SWITCH;59,5;E.ÇANKAYA;OSMAN Z. TEKİNALP;S.POLAT;3;%1.67(11);70;2:24.32;25,55;
10;ŞERDİL K;5y d  a;ABJAR ACADEMY;FAIRY TALE;61;M.A.AKGÖBEK AP;F.SEDAT DAĞYUDAN;M.KORKMAZ;10 - DS;%1.72(10);73;2:24.34;20,15;
11;GÖKDOĞAN SK ÖG;7y d  a;KANEKO;MISSY FRANKLIN;60;H.ÇİZİK;İSRAFİL FELHAN;MAH.BAYKARA;2;%4.97(5);67;2:31.97;12,15;
12;MİHRE EVA KG DB SK (Koşmaz);4y d k;SMART ROBIN (JPN);PRENSES YAĞMUR;50;M.KESKİN;TUBA KARA;İ.KÖROĞLU;12 - DS;%0.21(12);49;Koşmaz;;
GANYAN(10) :1,80 TL, İKİLİ(8/10) :24,30 TL, SIRALI İKİLİ(10/8) :28,50 TL, 1. ÇİFTE(6/10) :3,30 TL

3. Kosu :   15.30;ŞARTLI 4/DHÖW; 4 ve Yukarı Araplar; 58.00kg; 60.00 kg; 1400m; Çim;;;;Rekor Derece :1.30.05
İkramiye;;;;;Yetiştirici Primi;;;;
1.)595.000 TL;2.)238.000 TL;3.)119.000 TL;4.)59.500 TL;5.)29.750 TL;1.)107.100 TL;2.)42.840 TL;3.)21.420 TL;4.)10.710 TL;5.)5.355 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DEMİR HAZALIM KG K DB;6y a k;ARTOS;HAZALIM;55 +0.20;N.DEMİR;SABRİ DEMİR;Y.TUNCAY;10;%9.04(5);89;1:32.49;8,80;Boyun
2;AZİMLİ KG;6y a  a;KAIZBERT (RU);CAN NUR;56 +0.40;A.ÇELİK;EMİN TURAN;K.KORKMAZ;9;%14.56(2);97;1:32.54;5,50;Boyun
3;KILIÇ KIZI KG K;6y a k;KAYAYÜREKLİ;KIZIM BEYZA;54 +2.00;H.ÇİZİK;TÜMER ULULAR;Y.ÇAĞLAR;8;%12.19(4);90;1:32.59;6,20;Baş
4;KAYIP İNCİ DB SKG SK;5y a k;ÖZDURAN;SİDALCAN;53 +1.40;M.A.AKGÖBEK AP;M.TURAN KILIÇ;SER.CEYLAN;12;%1.07(13);85;1:32.62;39,20;Baş
5;ATABEYLİ KG;6y a  a;AYABAKAN;CİHAN DEĞER;56 +0.70;A.KURŞUN;ASIYA ÖNEL;Ü.ARSLAN;6;%8.38(6);94;1:32.64;10,10;
6;MİNİK ANNE SKG SK;6y d k;BABA MEVLÜT;BEDESTEN;56;V.ABİŞ;ERDEM BEKMEZCİ;Y.YILDIZ;4;%13.95(3);95;1:32.79;5,55;
7;SAADIN KASIRGASI KG DB;6y d  a;SAADIN GÜCÜ;BAYKANECE;60;SAL.ÇELİK;FERAT ÖZKAN;MEH.AKKUŞ;3;%1.52(10);92;1:33.44;20,70;
8;ESİNİN KIZI SK;5y k k;TURBO;ESİNİM;55 +1.00;M.S.ÇELİK;SEMİH KATI;H.SUNKAR;5;%3.35(8);87;1:34.88;13,95;
9;ALDA GÖR KG DB SK;7y a  a;BAYHAN;SOYLUGELİN;56 +0.50;E.ÇANKAYA;SÜPHİ KORKMAZ;K.KORKMAZ;1;%4.27(7);94;1:35.28;13,15;
10;FERMANDER K DB;6y a  a;SULTAN DE FAUST (FR);ÇOBANHADİSE;56 +2.00;M.AKYAVUZ;MUSTAFA ÖZYAZICI;M.KATI;13;%1.24(12);78;1:35.32;38,25;
11;PLATFORM KG DB SK;5y k  a;ÖZGÜNHAN;ANCELİNA;56;H.KARATAŞ;AHMET ŞAHİN;İ.ÇEÇAN;14 - DS;%26.18(1);93;1:35.76;2,40;
12;BENİM SULTANIM KG SK;5y k k;TURBO;ARYELE;54 +0.30;E.ÇİZİK;EMİRHAN AKSU;T.O.KARA;11;%1.51(11);85;1:35.85;38,75;
13;DİNAMİT KG K DB;6y d  a;SAADIN GÜCÜ;EYLÜLKAAN;56;MÜS.ÇELİK;SELİM YILDIZ;O.ALTUNTAŞ;7;%2.18(9);94;1:37.82;21,35;
