İzmir;(2. Yarış Günü);18/04/2026
1. Kosu :   16.45;Handikap 15/Dişi /H2; 3 Yaşlı İngilizler; kg; 1600m; Kum;;;;Rekor Derece :1.37.63
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;TIZ A BELLA DB SK;3y d  d;TIZWAY (USA);RUN FOR VICTORY;57,5;M.KEÇECİ AP;CÜNEYT İŞÇİ;Y.AKKILIÇ;2;%23.92(2);56;1:41.82;3,75;10 Boy
2;NO BRAKES KG K;3y a  d;COPPERFIELD;YEŞİLMİŞİK;54 +1.50;M.ÇİÇEK;RECEP DİKKULE;Y.AKKILIÇ;9;%17.08(3);45;1:43.47;5,35;Boyun
3;DAUGHTER OF GODDES K DB SKG SK;3y d  d;HAKEEM (USA);LEGEND OF CARIA;51;B.BÜLBÜL AP;TANSEL ARSLAN;FAH.CEYLAN;5;%5.08(6);39;1:43.52;12,55;Boyun
4;MADAM ANAHİT KG K DB;3y d  d;BODEMEISTER (USA);BALLERENA BLISS (USA);51,5 +1.50;N.AVCİ;OĞUZHAN ÖZŞAHİN;SEY.DEMİR;1;%28.82(1);40;1:43.59;1,85;1,5  Boy
5;PERFECT WHITE K;3y k  d;GRAYSTORM;SERADUSH;52 +1.00;O.ATMACA;EREN ATALAN;FAH.CEYLAN;8;%2.87(8);41;1:43.80;27,75;
6;MAGIC BANK KG K DB;3y d  d;KLIMT (USA);DİLBAR;58,5;A.MEH.ALTIN AP;TUFAN ÇELİK;Ş.ÇELİK;7;%12.12(4);58;1:43.94;4,85;
7;FIREBLADE DB SKG SK;3y a  d;TRAPPE SHOT (USA);GÖNLÜ FERAH;52,5 +2.00;İ.SOYAD;A.HAŞİM AGAR;H.DURMUŞ;10 - DS;%5.99(5);42;1:45.07;11,40;
8;OLAYIN ASLI DB SK;3y d  d;BLAZE TO WIN;DOMATES;52,5;Y.GÖKÇE AP;GÖKHAN BİRLİKÇİ;C.YILDIRIM;6;%3.28(7);42;1:47.41;18,45;
9;DUBLIN DREAM KG DB SK;3y d  d;CRIMEAN TATAR;CITRONELLA;50 +2.00;S.AKŞIN AP;FERİDUN AKYAVUZ;R.KARATAŞ;3;%0.44(9);23;1:49.79;59,70;
10;KOLOSTRUM KG K DB;3y d  d;NOBEL PRIZE (IRE);MY SKY;50 +0.30;İ.S.SÖĞÜT;GÜNDÜZ GÜNDOĞDU;S.C.GÖZÜNGÜ;4;%0.4(10);23;1:49.89;52,70;
GANYAN(2) :3,75 TL, İKİLİ(2/3) :7,55 TL, SIRALI İKİLİ(2/3) :16,40 TL

2. Kosu :   17.15;Maiden; 2 Yaşlı İngilizler; 57.00kg; 1000m; Kum;;;;Rekor Derece :1.01.37
İkramiye;;;;;Yetiştirici Primi;;;;
1.)545.000 TL;2.)218.000 TL;3.)109.000 TL;4.)54.500 TL;5.)27.250 TL;1.)163.500 TL;2.)65.400 TL;3.)32.700 TL;4.)16.350 TL;5.)8.175 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;LEOPARDESS SK;2y d  d;SUPER SAVER (USA);ORHİDEYA;55 +0.30;M.ÇİÇEK;GÜLİZAR YANIK;H.SUNKAR;2;%23.82(2);;1:02.08;2,65;6 Boy
2;TEMERARIO;2y d  e;BODEMEISTER (USA);COCONUT;54;Ö.F.ÖZEN AP;MEHMET ALİ KATI;H.SUNKAR;6;%8.84(5);;1:03.12;6,30;12 Boy
3;NEVER SAY NO DB SKG SK;2y d  d;SATONO ARES (JPN);DYNATRON;55;N.AVCİ;OZAN KAYNARCA;SEY.DEMİR;1;%23.41(3);;1:05.23;3,70;Baş
4;AHSEN SULTAN KG SK;2y d  d;ELARQAM (GB);HEAVEN'S HELP (USA);51;T.YILMAZ AP;NURİ KAYA;A.ATAŞ;3;%2.54(6);;1:05.25;25,05;Boyun
5;PİSA BY PİSANO KG K;2y a  d;VICTOIRE PISA (JPN);PRINCESS BERYL;55 +1.30;M.M.BİLGİN;SERKAN MALAY;C.YILDIRIM;4;%29.29(1);;1:05.29;2,15;
6;LADY ESİN DB SKG SK;2y a  d;KANEKO;MELODİ;55 +0.80;GÖKH.GÖKÇE;MUSTAFA ARICI;SEY.GÖKÇE;5;%12.1(4);;1:05.43;5,40;
GANYAN(4) :2,65 TL, SIRALI İKİLİ(4/1) :15,70 TL, 1. ÇİFTE(2/4) :16,90 TL

3. Kosu :   18.00;Handikap 17 /H2; 3 ve Yukarı İngilizler; kg; 1700m; Çim;;;;Rekor Derece :1.41.10
İkramiye;;;;;Yetiştirici Primi;;;;
1.)680.000 TL;2.)272.000 TL;3.)136.000 TL;4.)68.000 TL;5.)34.000 TL;1.)163.200 TL;2.)65.280 TL;3.)32.640 TL;4.)16.320 TL;5.)8.160 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;CAN SADİ SK;4y d  a;TIZWAY (USA);FAIRY FAST;53,5;O.ATMACA;SADİ KIR;C.YILDIRIM;4;%6.54(5)  %7.07(5);67;1:43.69;8,95;Burun
2;BÜLENT DB SK;7y d  a;KING OF TRAKYA;WINNING TIME;61;M.KEÇECİ AP;MÜSLÜM ŞEKER;HAK.ASLAN;9;%5.96(7)  %5.59(6);83;1:43.70;11,25;1,5  Boy
3;AEGEAN QUEEN DB SK ÖG;5y d k;AIR VICE MARSHAL (USA);AZHA (USA);55,5;N.AVCİ;MELİS KURTEL EMİN;B.GÜL;3;%14.96(3)  %14(3);68;1:43.89;5,30;1,5  Boy
4;LA BOMBONERA KG K DB ÖG;6y k  a;WIN RIVER WIN (USA);GOLDEN OK;57,5;B.BÜLBÜL AP;ULAŞ GÖKÇE;SEY.GÖKÇE;1;%21.73(1)  %21.16(2);78;1:44.10;3,80;1 Boy
5;LE ROI DANSE DB SK;5y d  a;PAPA CLEM (USA);TO BE BY YOUR SIDE;50 +0.20;İ.S.SÖĞÜT;SADETTİN GÜZEL;E.C.BAYDAN;5;%4.92(8)  %4.64(8);57;1:44.21;16,05;
6;BERİD DB SK;5y a  a;NATIVE KHAN (FR);AYSULTAN;55,5;Y.GÖKÇE AP;ZAFER GEZİCİ;S.ŞAHYAZICI;13 - DS;%2.81(10)  %2.53(10);74;1:44.53;16,95;
7;MANCUNIAN BEDİİ KG DB SK;5y a  a;GORMLEY (USA);RAGLAN ROAD (CAN);58;M.M.BİLGİN;SACİT ÖZER;G.ER;8;%3.38(9)  %3.06(9);73;1:44.66;19,95;
8;EASTERN EXPRESS K;4y d k;TOROK (IRE);GÜLER YÜZLÜM;51 +2.00;Ö.F.ÖZEN AP;İLKER İYİKOL;SEY.GÖKÇE;7;%6.2(6)  %5.53(7);62;1:44.67;11,65;
9;ATOMİC FORCE K DB;4y d  a;AVERY ISLAND (USA);WINE TIME;50 +2.00;C.PASO;MEHMET ZEKİ İPEK;O.TAŞDEMİR;10;%9.39(4)  %9.72(4);59;1:44.68;7,35;
10;QUANTUM OF SOLACE KG DB;4y k  a;GAZIBORA KHAN (GB);DIREHORSE (IRE);59;A.MEH.ALTIN AP;RECEP DİKKULE;Y.AKKILIÇ;11 - DS;%20.31(2)  %22.83(1);82;1:46.06;2,70;
11;HUMAN TORCH DB SK;5y d  a;TIZWAY (USA);SILK RANSOM (USA);51 +1.20;S.AKŞIN AP;NİHAT SAĞLAM;H.KURT;12 - DS;%1.33(12)  %1.19(12);61;1:46.07;42,80;
12;ÇİFTÇİ KG K DB GKR;4y d  a;TOROK (IRE);AEGEAN PARADISE;50 +0.40;E.KADİRLER AP;İSMET ÇİFTÇİ;İ.ALP.TAMER;6;%1.91(11)  %2.1(11);49;Derecesiz;19,40;
13;SON ELÇİ KG SK (Koşmaz);5y d  a;SİNCLAR;ARIZONA SWEET;50 +1.60;M.B.ÖNCEL AP;ŞAHNUR KARACA;M.A.PAKEL;2;%0.56(13)  %0.59(13);55;Koşmaz;;
GANYAN(7) :8,95 TL, İKİLİ(1/7) :76,95 TL, SIRALI İKİLİ(7/1) :163,95 TL, 2. ÇİFTE(4/7) :29,75 TL

4. Kosu :   18.30;Handikap 17/DHÖW /H2; 4 ve Yukarı Araplar; kg; 1700m; Çim;;;;Rekor Derece :1.51.60
İkramiye;;;;;Yetiştirici Primi;;;;
1.)680.000 TL;2.)272.000 TL;3.)136.000 TL;4.)68.000 TL;5.)34.000 TL;1.)163.200 TL;2.)65.280 TL;3.)32.640 TL;4.)16.320 TL;5.)8.160 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ŞAH DRAGON KG DB SK;8y a  a;ŞAH ŞEHRİYAR;LAPİS;60;M.ÇİÇEK;H.TARIK DİKENCİK;M.ÖZGÜL;4;%8.58(4)  %8.67(4);75;1:53.86;7,45;Boyun
2;KOŞAN NUR KG DB SK;6y k k;KOŞANEFE;NURGÜLÜM;56 +0.10;Z.KARABULUT AP;AHMET KAYA;M.Y.YILDIRIM;7;%6.24(6)  %6.36(7);71;1:53.90;11,75;1,5  Boy
3;JÖN ROME K;4y k  a;BAŞ HÜKÜMDAR;BERZAH SULTAN;53,5;Ö.F.ÖZEN AP;FUNDA PAMUK;FAH.CEYLAN;8;%23.63(1)  %22.4(1);71;1:54.07;2,50;Yarım Boy
4;UZUN TAY DB SKG SK;6y d  a;İSFENDİYAR;ANOŞ;57;E.D.ÖKTEN AP;SADIK ÇETİN;C.T.KÖSE;1;%14.67(3)  %15.36(2);75;1:54.13;6,05;2 Boy
5;KATI ZEYNEL KG DB SK GKR;6y k  a;JOKER;GÜLBERCA;59;N.AVCİ;SALİH DURMAZ;S.C.GÖZÜNGÜ;9;%16.24(2)  %15.26(3);73;1:54.46;4,80;
6;SUFLE KG DB SK;8y k k;ÖZGÜNHAN;NAZLI BİLGİN;56;A.MEH.ALTIN AP;CEMAL TURAN;FAH.CEYLAN;5;%4.51(9)  %4.38(9);71;1:55.05;11,95;
7;İMGE TAY KG DB SK;5y d k;ÖZGÜNHAN;İNCE SIZI;55 +1.00;H.Y.ÜNVER AP;YASİN GÖZEL;HAK.ASLAN;10;%3.3(10)  %3.5(10);67;1:55.15;16,85;
8;MİKSER KG DB SK;8y k  g;TURBO;CAN ZEHRA;52 +1.70;R.KETME AP;MEHMET BİRDEN;S.C.GÖZÜNGÜ;11;%5.34(8)  %5.42(8);59;1:55.40;11,75;
9;TURBO KING KG SK;5y a  a;TURBO;KIVILCIM;60;Y.GÖKÇE AP;CAN ERBAK;A.AYDOĞAN;2;%6.63(5)  %6.75(6);81;1:56.80;10,10;
10;ÖZGÜNSULTAN KG DB SK ÖG;5y d k;ÖZGÜNHAN;ZEYNEP SULTAN;53 +1.40;E.AKTUĞ;CAN ERBAK;A.AYDOĞAN;6;%1.03(12)  %0.97(12);61;1:57.65;10,10;
11;ASTEKPORT KG DB SK;4y k  a;FATİH AĞA;FATOŞCAN;52 +1.00;O.ATMACA;MÜSLÜM ŞEKER;HAK.ASLAN;3;%5.95(7)  %6.82(5);64;1:58.57;11,00;
12;VODA KG K DB;6y k k;DERBİŞAH;ALTUN ÇELİK;50 +0.20;İ.S.SÖĞÜT;ENDER ÖZÜNÜSEVEN;C.YILDIRIM;14 - DS;%2(11)  %2.02(11);41;1:59.18;23,80;
13;NALDÖKENLİ KG DB SK;8y a  a;KAIZBERT (RU);FOSFOR;55;C.PASO;BEKİR CANPOLAT;O.TAŞDEMİR;13;%0.82(13)  %0.95(12);65;1:59.24;29,70;
14;PONÇİKTAY DB (Koşmaz);6y a k;BESLENEY;HASHATUN;50,5;E.KADİRLER AP;KAYA KAYA;S.AKCI;12;%1.06(14)  %1.14(13);56;Koşmaz;;
[(1)TURBO KING,(12)ÖZGÜNSULTAN,] eküridir.GANYAN(2) :7,45 TL, 1. 3'LÜ GANYAN(4/7/2) :522,20 TL, İKİLİ(2/11) :66,55 TL, SIRALI İKİLİ(2/11) :139,85 TL, PLASE(11) :6,50 TL, PLASE(2) :3,25 TL, PLASE İKİLİ(2/11) :22,90 TL, PLASE İKİLİ(2/5) :16,70 TL, PLASE İKİLİ(5/11) :17,00 TL, SIRALI 5 Lİ BAHİS(2/11/5/3/4) :24.153,00 TL, TABELA BAHİS(2/11/5/3) :4.757,62 TL Çıkan 1 Atla: 18,75 TL, TABELA BAHİS SIRASIZ(2/11/5/3) :37,57 TL, 3. ÇİFTE(7/2) :169,00 TL

5. Kosu :   19.00;ŞARTLI 5; 3 Yaşlı İngilizler; 58.00kg; 1800m; Çim;;;;Rekor Derece :1.48.24
İkramiye;;;;;Yetiştirici Primi;;;;
1.)630.000 TL;2.)252.000 TL;3.)126.000 TL;4.)63.000 TL;5.)31.500 TL;1.)113.400 TL;2.)45.360 TL;3.)22.680 TL;4.)11.340 TL;5.)5.670 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;WAR STORM DB SKG SK;3y d  d;BATTLEGROUND (USA);STORMBELL;54 +1.30;M.ÇİÇEK;TUNCAY YILMAZ;R.YILDIZ;2;%10.75(5)  %12(5);39;1:51.59;7,20;Boyun
2;PATPAT KG DB SK;3y d  e;ENYALIOS;DEMİRGÜLLÜ;58;N.AVCİ;YALÇIN TÜRE;S.UYSAL;6;%25.88(1)  %25.1(1);38;1:51.63;2,20;Burun
