Bursa;(19. Yarış Günü);03/04/2026
1. Kosu :   15.00;Handikap 16 /H2; 3 Yaşlı İngilizler; kg; 1400m; Kum;;;;Rekor Derece :1.24.50
İkramiye;;;;;Yetiştirici Primi;;;;
1.)630.000 TL;2.)252.000 TL;3.)126.000 TL;4.)63.000 TL;5.)31.500 TL;1.)113.400 TL;2.)45.360 TL;3.)22.680 TL;4.)11.340 TL;5.)5.670 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BOUNDLESS POWER KG K DB;3y d  d;BLUEGRASS CAT (USA);TAMIT (IRE);56 +1.30;T.ALICI;NİMET ARİF KURTEL;T.TURAN;3;;42;1:27.73;1,45;1,5  Boy
2;SİGUEME SK;3y d  e;MENDIP (USA);AMAZON QUEEN;57,5;A.YILDIZ;GÜLİZAR YANIK;H.SUNKAR;1;;45;1:27.97;2,50;6,5 Boy
3;DESESPERADOS K;3y d  e;MENDIP (USA);HER LATEST FILM (USA);60;E.BOZDAĞ;GÜLİZAR YANIK;H.SUNKAR;4;;50;1:29.22;2,50;4 Boy
4;VISERRA KG K DB;3y d  d;MENDIP (USA);GOLD DUST WOMAN (USA);60,5;T.YILDIZ;ŞEYDA ERCAN;O.DEMİR;5;;51;1:29.89;4,05;2,5 Boy
5;ERİKDALI KG DB SK;3y d  d;VICTOIRE PISA (JPN);NURSENA;52,5 +0.30;O.ATMACA;DİLEK ÖKTEN;A.R.AYDIN;2;;35;1:30.28;6,20;
[(3)SİGUEME,(2)DESESPERADOS,] eküridir.GANYAN(4) :1,45 TL, SIRALI İKİLİ(4/3) :4,55 TL

2. Kosu :   15.30;Maiden/DHÖW; 4 Yaşlı Araplar; 58.00kg; 1400m; Kum;;;;Rekor Derece :1.33.63
İkramiye;;;;;Yetiştirici Primi;;;;
1.)545.000 TL;2.)218.000 TL;3.)109.000 TL;4.)54.500 TL;5.)27.250 TL;1.)130.800 TL;2.)52.320 TL;3.)26.160 TL;4.)13.080 TL;5.)6.540 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;İLKBEY KG DB SK;4y d  a;SONALP;AYTENCİK;58;O.GÖKÇE;MEHMET HÜZMEN;F.TOSUN;12;%17.19(2);33;1:39.59;4,45;2,5 Boy
2;DELİ GÖNÜLLÜ KG DB SK;4y k k;GÖNÜLDAŞ;ÇUKUROVA ÇİÇEĞİ;56;O.BALKAN AP;DİLEK BURAN;R.COŞKUN;9;%19.78(1);34;1:39.97;4,05;Burun
3;YILDIZ SOY KG DB SK;4y a k;GÜMBÜRGÜMBÜR;KELEŞ KIZI;56 +1.50;T.ALICI;KEREM NARMAN;SEN.GÖKÇE;7;%2.46(9);24;1:39.99;24,90;1 Boy
4;NEFESVEREN KG DB SK;4y a  a;KAPANKAYA;PRINCESS ŞEYMA;54 +0.50;M.BAĞ AP;CİMŞİT YILDIZ;U.GÖKÇE;8;%15.71(3);31;1:40.18;3,05;6,5 Boy
5;TEKFORD ACL KG DB SK;4y a  a;GÜMBÜRGÜMBÜR;TEKFORD GÜLAY;58 +0.10;T.YILDIZ;TEYFİK ORAN;H.DEMİRBAŞ;6;%12.34(5);29;1:41.45;5,10;
6;PRENS TUNA KG K DB;4y a  a;COŞARTAY;İZMOCE;58 +0.30;Ç.OK;KENAN ELALDI;K.ELALDI;5;%4.75(7);9;1:41.49;16,70;
7;KUZGUNLAR KG K;4y k k;ARHANBEY;SHAMAN;52 +2.00;A.E.ELMAS AP;MEHMET ALTIN;E.TURAN;11;%2.29(10);;1:42.70;21,95;
8;MUNİSHANIM KG DB SK;4y k k;YAKUPBEY;CEZA;55 +1.90;F.KARAKURT AP;FATMA GÜL ALTIN;E.TURAN;10;%13.34(4);27;1:43.08;6,85;
9;GEZGİNSOY DB SK GKR;4y k k;BERKSOY;MALTA KÖŞKÜ;56 +0.40;C.PASO;FERİDE KURT;A.MANTAŞ;4;%3.27(8);;1:45.03;17,35;
10;ÇELİK KARTAL KG K DB;4y a  a;COŞARTAY;HANDE SULTAN;54 +2.00;H.TURAN AP;MERAL ÖZSAKCİ;A.R.AYDIN;1;%6.28(6);;1:45.72;11,20;
11;DEMİRHÜMA DB SK;4y k k;DEMİRDÖVEN;SARISULTAN;56;C.ALTUN;AYSUN ESEN;R.COŞKUN;2;%0.76(12);11;1:46.69;55,75;
12;ŞEFİN KIZI KG K DB;4y k k;FATİH AĞA;ŞEF SULTAN;56 +0.30;A.İNCİ;HAMİT DEMİR;K.ŞENGEL;3;%1.83(11);18;1:46.92;26,60;
GANYAN(2) :4,45 TL, İKİLİ(2/6) :8,80 TL, SIRALI İKİLİ(2/6) :19,15 TL, 1. ÇİFTE(4/2) :7,50 TL

3. Kosu :   16.00;ŞARTLI 5; 4 ve Yukarı İngilizler; 58.00kg; 59.00 kg; 1400m; Kum;;;;Rekor Derece :1.24.50
İkramiye;;;;;Yetiştirici Primi;;;;
1.)630.000 TL;2.)252.000 TL;3.)126.000 TL;4.)63.000 TL;5.)31.500 TL;1.)113.400 TL;2.)45.360 TL;3.)22.680 TL;4.)11.340 TL;5.)5.670 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SELLY SON DB SK;4y d  a;AIR VICE MARSHAL (USA);SELLY;58;A.YILDIZ;ERSİN BAKIR;F.TOSUN;4;%68.38(1);90;1:26.20;1,05;5 Boy
2;LEJUR KG DB SKG SK;4y d  a;RUN AWAY AND HIDE (USA);ALWAYS ON MY MIND;54 +2.00;G.ÖZÇELİK;BESİRE GÜNDÜZELİ;Y.GÜNDOĞDİ;3;%6.08(3);76;1:27.21;9,40;2 Boy
3;ALONE WOLF DB SKG SK;5y d  a;VICTORY GALLOP (CAN);BÖRTE;61;Ö.YILDIRIM;MEHMET SARP;Ş.AKDUMAN;1;%20.16(2);91;1:27.52;4,10;3 Boy
4;İSPANOZ KG K;4y k  a;MORANDI (FR);JUST ANOTHER DAY (FR);56 +2.00;N.ŞEN;H.TARIK DİKENCİK;H.CANSU;2;%4.53(4);91;1:28.02;10,45;5 Boy
5;RODYUM SKG SK;4y d  a;CRIMEAN TATAR;BOLERO AGAIN (IRE);54;Y.E.YÜKSEL AP;H.TARIK DİKENCİK;H.CANSU;6 - DS;%0.17(4);45;1:28.97;10,45;
6;REİS KG K GKR;4y a  a;KANEKO;EFISIA (FR);54;O.ATMACA;SANEM KAHRAMAN;Ö.F.TAŞDELEN;5 - DS;%0.68(5);57;Derecesiz;34,75;
[(3)İSPANOZ,(6)RODYUM,] eküridir.GANYAN(2) :1,05 TL, 1. 3'LÜ GANYAN(4/2/2) :16,50 TL, SIRALI İKİLİ(2/4) :4,70 TL, 2. ÇİFTE(2/2) :6,40 TL

4. Kosu :   16.30;ŞARTLI 5/Dişi; 3 Yaşlı İngilizler; 58.00kg; 1800m; Kum;;;;Rekor Derece :1.53.11
İkramiye;;;;;Yetiştirici Primi;;;;
1.)630.000 TL;2.)252.000 TL;3.)126.000 TL;4.)63.000 TL;5.)31.500 TL;1.)113.400 TL;2.)45.360 TL;3.)22.680 TL;4.)11.340 TL;5.)5.670 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;MISS CONQUEROR DB SK;3y k  d;GENERAL QUARTERS (USA);SEYİR;58;Ö.YILDIRIM;LEYLA NAGİHAN ÇETİNKAYA;R.KILIÇ;4;%51.22(1);61;1:56.22;1,30;Burun
2;AMONİ DB SK;3y d  d;KULOĞLU;PAN FLUTE;56;O.YILDIZ;CELAL CİNGÖZ;E.ÇİLEK;1;%18.21(2);48;1:56.23;4,00;6,5 Boy
3;THE ANATOLIAN SKG SK;3y d  d;TILSIT (USA);CARPE KOI;54 +1.70;H.KARATAŞ;TUĞBA BABACAN;M.E.AVCI;3;%13.33(3);48;1:57.52;4,30;6,5 Boy
4;HAMMERWICH DB SKG SK;3y d  d;PAPA CLEM (USA);JUNAMAXIMA;54 +1.10;M.KEÇECİ AP;M.KEREM ALKAN;E.USLU;5;%11.58(4);43;1:58.79;6,05;1 Boy
5;TM BATAILE SK;3y d  d;MER DE GLACE (JPN);KİDNOS;54 +2.00;A.YILDIZ;ZÜLFÜ KESKİN;E.TURAN;2;%5.66(5);45;1:58.95;13,20;
GANYAN(1) :1,30 TL, SIRALI İKİLİ(1/2) :4,00 TL, 3. ÇİFTE(2/1) :2,00 TL

5. Kosu :   17.00;KV-7; 4 ve Yukarı İngilizler; 58.00kg; 59.50 kg; 1800m; Kum;;;;Rekor Derece :1.53.11
İkramiye;;;;;Yetiştirici Primi;;;;
1.)835.000 TL;2.)334.000 TL;3.)167.000 TL;4.)83.500 TL;5.)41.750 TL;1.)200.400 TL;2.)80.160 TL;3.)40.080 TL;4.)20.040 TL;5.)10.020 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;PRENS LEVENT SK;4y d  a;TRAPPE SHOT (USA);MERETO;58;H.KARATAŞ;YASİN TOPÇU;GAL.KILIÇ;3;%56.33(1);99;1:54.12;1,35;1,5  Boy
2;OĞLUM DORUK DB SKG SK;8y d  a;BOSPORUS (IRE);CAROLINA REAPER;55,5 +0.30;A.YILDIZ;BÜLENT TAŞÇI;T.ATAÇ;5;%14.83(3);106;1:54.37;5,35;1,5  Boy
