Adana;(40. Yarış Günü);04/04/2026
1. Kosu :   14.00;Handikap 15/Dişi /H2; 3 Yaşlı İngilizler; kg; 1500m; Kum;;;;Rekor Derece :1.31.83
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;FORTHCOMING QUEEN KG K;3y d  d;MENDIP (USA);EPONA;57,5;ER.CANKILIÇ AP;TAYRAL TUTUMLU;Ş.AYDEMİR;8;%17.4(2);52;1:36.69;3,40;5 Boy
2;KARDAHA KG SK;3y d  d;KLIMT (USA);IRMAK PRENSES;60,5;E.ÇANKAYA;TEKİN AKYAVUZ;S.AKYAVUZ;9;%4.17(6);54;1:37.61;13,20;2 Boy
3;GRINGA K SK;3y d  d;OUTWORK (USA);CAROLINA SOUTH (USA);60,5;A.ÇELİK;YÜKSEL GÖKTÜRK;İS.TEKİNALP;5;%49.57(1);54;1:37.94;1,50;1,5  Boy
4;HIGH HILLS DB SK;3y d  d;TILSIT (USA);LADY CHINA;53,5 +2.00;SAL.ÇELİK;C.TAHİR BURHANLIOĞLU;İB.B.OĞULLARI;7;%5.62(4);40;1:38.19;19,60;1,5  Boy
5;RICHWOOD;3y d  d;KANEKO;REACTIVE (GER);54,5 +0.90;V.ABİŞ;HAKAN YÜCETÜRK;SER.YILDIZ;1;%12.53(3);42;1:38.46;5,00;
6;MALCOOBA KG SK;3y d  d;COOGER;BARİKAT;56 +0.80;F.ÇETİNBAŞ;MEHMET CAHİT MALKOÇ;A.ÇIKMAN;3;%1.25(8);45;1:38.96;31,90;
7;DANİSKA KG DB SK;3y d  d;SMART ROBIN (JPN);BEST TULIP;59;İ.AKYAVUZ;M. BURAK TINAZ;M.ASLAN;6;%3.08(7);51;1:39.17;15,70;
8;QUEEN SEÇİL KG K;3y a  d;AGRESIVO (USA);PRENSES SEÇİL;56,5 +1.10;M.AKYAVUZ;BURÇİN TOPALGÖKÇELİ;M.KILIÇSEREN;2;%5.16(5);46;1:40.59;10,75;
9;DÜNYA BOŞTUR DB SKG SK;3y a  d;CAPTAIN RIO (GB);MY VIVIANA;52,5 +0.50;E.ATLAMAZ AP;İSMET POLAT;S.POLAT;10;%0.67(9);38;1:44.27;62,35;
10;PRINCESS BALA K DB (Koşmaz);3y d  d;AGRESIVO (USA);GLIVANA;52,5;E.ÇİZİK;CAHİT DOĞAN;G.KÖSE;4;%0.56(10);38;Koşmaz;;
GANYAN(3) :3,40 TL, İKİLİ(2/3) :34,45 TL, SIRALI İKİLİ(3/2) :49,90 TL

2. Kosu :   14.30;Maiden/DHÖW; 4 Yaşlı Araplar; 58.00kg; 1300m; Çim;;;;Rekor Derece :1.23.35
İkramiye;;;;;Yetiştirici Primi;;;;
1.)545.000 TL;2.)218.000 TL;3.)109.000 TL;4.)54.500 TL;5.)27.250 TL;1.)130.800 TL;2.)52.320 TL;3.)26.160 TL;4.)13.080 TL;5.)6.540 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;KALEM KIRAN KG SK;4y a  a;ONURKAAN;AKSU;60;H.ÇİZİK;SALİH TEKİNALP;B.İLVAN;11;%44.64(1);34;1:28.11;1,40;5,5 Boy
2;GÜLZEMİN KG SK;4y d k;ONURKAAN;HAKGÜZAR;56;M.T.COŞKUN AP;BEŞİR KAYA;RAM. KAYA;4;%1.35(7);28;1:29.13;41,45;Yarım Boy
3;YERALAN K DB;4y k  a;DEDE SEYDO;ŞİPAL;56 +0.60;İSM.YILDIRIM AP;KEMAL YARDIMCI;MÜS.YARDIMCI;10;%3.35(5);16;1:29.24;29,95;3,5 Boy
4;FATİHİNOĞLU;4y a  a;FATİH AĞA;GÜZEL KÖYLÜ;55 +0.50;M.A.AKGÖBEK AP;MUSTAFA KARATOPRAK;Y.C. KARATOPRAK;6;%1.3(8);;1:29.78;48,45;Burun
5;CAVİDAN HATUN KG DB SK;4y a k;KAYAYÜREKLİ;BİRSENKAYA;56;MÜS.ÇELİK;CAVİDAN KAYA ÖZASLAN;A.DİNÇ;5;%6.23(3);18;1:29.79;13,00;
6;GÖKÇEAY K;4y a k;GÜRGÖKÇE;AYKIZIM;58;M.G.ARSLAN;AİT ÇELİK;M.DAŞ;1;%2.83(6);29;1:31.27;28,40;
7;ÇİĞDEMLİ KG DB SK;4y k k;GÜRSU;MERZA;56;M.N.SUNKAR;MEHMET ERCÜMENT ULAŞ;C.DEMİR;2;%34.07(2);;1:32.47;2,20;
8;KATI PRENSES KG DB SK;4y k k;KATI SEMİH;MATURKIZ;54 +0.60;M.KIYAK AP;LAMİ KATI;M.KATI;9;%0.49(11);6;1:34.52;51,95;
9;ŞAİROĞLU SK;4y k  a;AYABAKAN;AYNA;58;SAL.ÇELİK;HAÇIM TURAN;NEJ.TURAN;8;%3.7(4);;1:35.59;11,90;
10;NEVALİ KG SK GKR;4y k  a;TAMERİNOĞLU;DAĞÇİÇEĞİ;58 +0.10;N.DEMİR;MEHMET AVCI;MÜS.YARDIMCI;3;%1.18(9);9;1:35.68;41,50;
11;ALTIN YUMRUK KG SK;4y k  a;SAKARBAŞI;MAĞRURKIZ;54;E.ATLAMAZ AP;MEHMET BİRDEN;SER.CEYLAN;7;%0.85(10);;1:36.09;55,85;
GANYAN(1) :1,40 TL, İKİLİ(1/8) :48,25 TL, SIRALI İKİLİ(1/8) :49,35 TL, ÜÇLÜ BAHİS(1/8/6) :881,80 TL, PLASE(1) :1,05 TL, PLASE(8) :3,15 TL, PLASE İKİLİ(1/6) :12,00 TL, PLASE İKİLİ(1/8) :12,90 TL, PLASE İKİLİ(6/8) :85,80 TL, 1. ÇİFTE(3/1) :10,40 TL

3. Kosu :   15.00;ŞARTLI 4/DHÖW/Dişi; 4 ve Yukarı Araplar; 58.00kg; 59.50 kg; 1300m; Kum;;;;Rekor Derece :1.28.54
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;KAYIP İNCİ DB SKG SK;5y a k;ÖZDURAN;SİDALCAN;52,5 +2.00;M.A.AKGÖBEK AP;M.TURAN KILIÇ;SER.CEYLAN;3;%7.77(6);84;1:30.90;13,30;1,5  Boy
2;GÜNÇE KIZ KG DB SK;5y d k;ÖZDURAN;UZUN İREM;55,5 +0.90;SAL.ÇELİK;BEŞİR KAYA;RAM. KAYA;9;%11.02(5);81;1:31.12;5,45;1,5  Boy
3;NAZİKO SK;5y k k;UÇANBEY;ÇALKUYRUK;59,5;V.ABİŞ;DENİZ GÖK;BAH.GÖK;2;%19.56(1);86;1:31.33;3,60;Burun
4;KILIÇ KIZI KG K;6y a k;KAYAYÜREKLİ;KIZIM BEYZA;55,5 +1.40;M.S.ÇELİK;TÜMER ULULAR;Y.ÇAĞLAR;4;%17.86(2);90;1:31.34;3,40;1,5  Boy
5;PAKELİF KG K DB;5y k k;CANBERKTAY;AVŞAR İLTAN;56,5 +0.10;İSM.YILDIRIM AP;CEMİL AKDÖNER;R.KONUK;11 - DS;%6.24(7);76;1:31.55;15,30;
6;ÖZNİLAY KG DB SK;6y k k;ÖZDURAN;NİLAYSU;59,5;E.ÇİZİK;BİŞAR DEMİRKAPU;B.DEMİRKAPU;1;%12.89(4);82;1:32.13;6,10;
7;ZULEMA DB SK;6y a k;MENGÜBERT;ELDANS;55,5;F.S.M.SANSAR;İSMAİL ARSLANCA;V.TEKİN;7;%1.41(10);63;1:32.91;52,90;
8;İKİMİZ DB SK;6y d k;CANKARDEŞLER;ELMASBİKE;55,5 +0.40;N.DEMİR;HAYDAR YARDIMCI;Y.UÇAR;8;%1.66(9);56;1:34.53;23,10;
9;ATEŞİM KG DB SK;7y k k;BALIKHAN;DAĞ YELİ;55,5;MÜS.ÇELİK;EYYÜP ONAY;H.HATUNOĞLU;5;%4.32(8);86;1:34.63;16,70;
10;LARİSA KG DB;5y a k;BİÇER;SEVDAPERİSİ;54,5 +2.00;ER.CANKILIÇ AP;BİLAL EMİROĞLU;S.KARAKEÇİLİ;10;%16.98(3);76;1:41.47;3,40;
11;ABUDABİ GÜZELİ KG K;5y d k;SERHANTAY;HAVİN;51,5 +1.90;M.BAL AP;MEHMET AKGÜNLÜ;SER.CEYLAN;6;%0.29(11);29;1:43.20;75,85;
GANYAN(8) :13,30 TL, İKİLİ(6/8) :30,30 TL, SIRALI İKİLİ(8/6) :72,60 TL, ÜÇLÜ BAHİS(8/6/1) :753,30 TL, PLASE(6) :2,50 TL, PLASE(8) :3,65 TL, PLASE İKİLİ(1/6) :13,20 TL, PLASE İKİLİ(1/8) :18,30 TL, PLASE İKİLİ(6/8) :17,90 TL, 2. ÇİFTE(1/8) :35,05 TL

4. Kosu :   15.30;Maiden/DHÖW; 4 Yaşlı Araplar; 58.00kg; 1300m; Çim;;;;Rekor Derece :1.23.35
İkramiye;;;;;Yetiştirici Primi;;;;
