İzmir;(41. Yarış Günü);06/04/2026
1. Kosu :   15.15;Maiden/Dişi; 3 Yaşlı İngilizler; 58.00kg; 1200m; Kum;;;;Rekor Derece :1.11.25
İkramiye;;;;;Yetiştirici Primi;;;;
1.)545.000 TL;2.)218.000 TL;3.)109.000 TL;4.)54.500 TL;5.)27.250 TL;1.)130.800 TL;2.)52.320 TL;3.)26.160 TL;4.)13.080 TL;5.)6.540 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SPARK K;3y a  d;COPPERFIELD;TESIA (GER);58;Y.Ş.GÜMÜŞ AP;DUYGU FATURA;Z.KURT;1;%48.94(1);35;1:15.75;1,30;3,5 Boy
2;BIG RUGGED DB SK YP;3y d  d;ABBAS YOLCU;JAWELEEN;61;M.M.BİLGİN;MAHMUT YALÇIN;B.BOZBEY;7;%20.63(2);35;1:16.26;4,15;10 Boy
3;KIZIL ANKA DB SKG SK;3y a  d;CEMCEM;AOSTA;54;Y.GÖKÇE AP;VOLKAN KAVAS;SEY.GÖKÇE;5;%1.74(5);26;1:17.71;26,05;2 Boy
4;HOLLABACK GIRL KG DB SK;3y d  d;INVINCIBLE SON (IRE);FOREVER ALONE;54;M.GÖL AP;ELVAN KORKMAZ;M.TAMER;4;%0.44(8);;1:18.00;61,80;Yarım Boy
5;VAHŞİ YILDIZ DB SKG SK;3y d  d;SUPER ALP (USA);ANUŞKABAY;58;F.AVCI;İZZET ÖZEN;S.C.GÖZÜNGÜ;11 - DS;%2.12(4);23;1:18.07;17,40;
6;SEBELLA KG K;3y d  d;MYBOYCHARLIE (IRE);RADYOCU KIZ;55;Ö.F.ÖZEN AP;ARZU KESKİN;B.BOZBEY;3;%0.61(7);;1:18.12;30,20;
7;AYLEMA K DB;3y d  d;LION HEART (USA);PECAN PIE;54 +0.20;S.AKŞIN AP;AYSUN ESEN;H.KURT;9;%0.72(6);22;1:19.29;53,75;
8;HARD TIGER DB SK;3y d  d;TIGER MOTH (IRE);KANJAB;58;N.AVCİ;BİRCAN AKGÜN;Ş.GÜMÜŞ;2;%20.37(3);23;Derecesiz;3,05;
9;ATLASIN LEYDİSİ (Koşmaz);3y d  d;TOROK (IRE);CRESTINA;58;S.AYYILDIZ AP;UĞUR GÜNLER;Ş.GÜMÜŞ;10;%0.06(11);;Koşmaz;;
10;BOLUN SKG SK (Koşmaz);3y d  d;TOROK (IRE);BİNBİR UMUT;55 +1.30;A.MEH.ALTIN AP;LEVENT SARIKAYA;HÜS.KARABULUT;6;%3.76(11);;Koşmaz;1,35;
11;GÜLFEM HATUN KG K (Koşmaz);3y d  d;STALLION FALCON;DEEP DUDE DARLING;58;İ.S.SÖĞÜT;DEMET ÇİFTÇİ;A.ATAŞ;8;%0.62(11);;Koşmaz;;
GANYAN(2) :1,30 TL, İKİLİ(1/2) :2,40 TL, SIRALI İKİLİ(2/1) :3,95 TL

2. Kosu :   15.45;Handikap 15 /H2; 3 Yaşlı İngilizler; kg; 2000m; Kum;;;;Rekor Derece :2.05.51
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;MR DEMİRAYAK K DB;3y d  e;TORUK MACTO (IRE);GOLDVINE;53,5 +0.60;N.AVCİ;ERSAN KAHRAMANLI;İ.ALP.TAMER;6;%21.13(2);41;2:11.96;3,10;4 Boy
2;PHANTOM STRIKE SK YP;3y d  e;PAPA CLEM (USA);BELLA PERFECT;58,5;A.MEH.ALTIN AP;CENK HÜNER;T.VATANSEVER;5;%44.7(1);55;2:12.77;1,70;2 Boy
3;ERİNÖZ ALP KG DB SK;3y a  e;TOCCET (USA);BİRSU;58;E.AKTUĞ;ÖZGÜR ERİNÖZ;A.ÖKSÜZLER;3;%9.31(4);50;2:13.15;5,45;5,5 Boy
4;BURNING HEART KG K;3y d  e;NATIVE KHAN (FR);LOVING YOU;52 +1.10;Ö.F.ÖZEN AP;YELİZ BAL;E.ATEŞ;4;%18.93(3);38;2:14.25;3,55;Yarım Boy
5;ROOCKET OF RUNNER KG DB SK;3y d  e;MENDIP (USA);MUZAFFER SULTAN;50,5;B.BÜLBÜL AP;BOZAN ALTIN;E.C.BAYDAN;1;%3.34(5);41;2:14.32;14,50;
6;AVENGING KG K DB;3y d  e;KINOWA;CYPRIANA;52 +1.50;Y.GÖKÇE AP;A.FERHAT KÜÇÜKER;E.AYHAN;2;%2.59(6);41;2:21.00;17,20;
