İstanbul;(26. Yarış Günü);01/04/2026
1. Kosu :   14.30;ŞARTLI 4/DHÖW/Dişi; 4 ve Yukarı Araplar; 57.50kg; 60.50 kg; 2000m; Kum;;;;Rekor Derece :2.18.95
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SUBİKE KG DB;10y k k;ARASLI;KUTBİKE;53,5;Z.KARABULUT AP;TÜLAY ÇİFTÇİ;S.ÇİFTÇİ;6;%10.7(3);66;2:22.20;6,50;Yarım Boy
2;KAFKAESQUE KG DB SK;6y d k;CANKARDEŞLER;ÖZKAFKASLI;53,5 +2.00;ER.CANKILIÇ AP;HÜSEYİN BOYRAZ;H.BOYRAZ;8;%9.38(5);71;2:22.29;7,05;3 Boy
3;DİLBERAN SKG SK;6y k k;SAADIN GÜCÜ;ÖZ FIRAT;57,5 +0.20;T.YILDIZ;CEM NARİN;S.DURGUÇ;3;%2.66(7);51;2:22.82;22,80;2,5 Boy
4;LUSİA KG K;7y a k;KAIZBERT (RU);DOST ELİ;56,5 +0.80;A.SÖZEN;ADNAN GELEN;E.USLU;5;%10.25(4);88;2:23.23;6,25;2 Boy
5;JALELA KG K;5y k k;ÖZGÜNHAN;NEAMENİNKIZI;53,5;Ö.F.ÖZEN AP;SOLAIMAN IRHAIM;Y.ARHIM;4;%28.18(2);80;2:23.58;2,80;
6;BİLETÇİ KIZ KG;6y k k;SAKARBAŞI;DOMİNA;57,5 +0.10;M.S.ÇELİK;BİLAL AVCI;S.ÇİFTÇİ;1;%34.9(1);92;2:25.72;1,80;
7;AYBENOVA KG DB SK;5y a k;ARTOS;MEREVİŞ;56,5;B.AKÇAY;ORHAN KİBAR;S.ÇİFTÇİ;2;%0.59(8);56;2:31.03;37,95;
8;SAADGIRL KG DB SK;6y d k;SAADIN GÜCÜ;ALTINARMAĞAN;56,5;MÜS.ÇELİK;MURAT BAYAR;GÜV.GÖKÇE;7;%3.35(6);88;2:33.40;18,15;
GANYAN(8) :6,50 TL, İKİLİ(5/8) :22,85 TL, SIRALI İKİLİ(8/5) :46,70 TL

2. Kosu :   15.00;Handikap 15/Dişi /H2; 3 Yaşlı İngilizler; kg; 2000m; Kum;;;;Rekor Derece :2.04.93
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;AINT NOBODY K;3y d  d;TOROK (IRE);FREE BIRD;56 +0.20;ER.CANKILIÇ AP;ERDEM BEKMEZCİ;SER.YILDIZ;1;%38.22(2);53;2:09.76;1,85;10 Boy
2;SUPER SHADOW SKG SK;3y d  d;SUPER SAVER (USA);GÜZEL İREM;54,5 +1.70;A.KURŞUN;ELİF AKIN;GÖK.GÖKÇE;3;%6.35(3);46;2:11.50;7,55;1,5  Boy
3;ACTION WONDER DB SK;3y d  d;TOROK (IRE);DERİNİYA;60,5;V.ABİŞ;TALİP ÖZTÜRK;İ.AKMEŞE;6;%49.02(1);58;2:11.71;1,65;8,5 Boy
4;RETTILINEO FINALE SK;3y d  d;TIZWAY (USA);MOONSTAR;52 +2.00;A.YILDIZ;ADEM SÜLEYMANOĞLU;T.İBİŞ;2;%4.94(4);41;2:13.29;6,70;15 Boy
5;CHARLIE THE FIRST KG DB SK;3y d  d;KLIMT (USA);WENONA;51,5 +1.70;Ö.F.ÖZEN AP;MURAT KADAİFÇİOĞLU;MİR.İPEK;4;%1.11(5);40;2:15.91;21,60;
6;BOLD STEPS SK;3y d  d;BODEMEISTER (USA);FRESH YOURSELF;52 +0.50;B.BAGUÇ AP;ALTAR AKSELİ;T.YILMAZ;5;%0.37(6);41;2:18.88;45,60;
GANYAN(2) :1,85 TL, SIRALI İKİLİ(2/3) :12,25 TL, 1. ÇİFTE(8/2) :17,20 TL

3. Kosu :   15.30;Handikap 14/DHÖ /H2; 4 Yaşlı Araplar; kg; 1300m; Kum;;;;Rekor Derece :1.27.62
İkramiye;;;;;Yetiştirici Primi;;;;
1.)400.000 TL;2.)160.000 TL;3.)80.000 TL;4.)40.000 TL;5.)20.000 TL;1.)72.000 TL;2.)28.800 TL;3.)14.400 TL;4.)7.200 TL;5.)3.600 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
