İstanbul;(18. Yarış Günü);24/05/2026
1. Kosu :   13.30;Handikap 15/DHÖW /H1; 4 ve Yukarı Araplar; kg; 1500m; Sentetik;;;;Rekor Derece :1.37.40
İkramiye;;;;;Yetiştirici Primi;;;;
1.)595.000 TL;2.)238.000 TL;3.)119.000 TL;4.)59.500 TL;5.)29.750 TL;1.)107.100 TL;2.)42.840 TL;3.)21.420 TL;4.)10.710 TL;5.)5.355 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;DİLBERAN SKG SK;6y k k;SAADIN GÜCÜ;ÖZ FIRAT;57;E.AKTUĞ;CEM NARİN;S.DURGUÇ;6;%4.76(6);52;1:40.33;12,90;1 Boy
2;DURUSU BEYİ KG SK;5y a  a;DİLİRAN;ALAKIZ;53 +1.70;G.KOCAKAYA;ZAFER TEMUÇİN;Z.TEMUÇİN;2;%24.3(2);44;1:40.50;2,55;2,5 Boy
3;KRAL YAZICI KG K DB;5y k  a;AYABAKAN;BEYAZ KELEBEK;54,5;HAK.YILDIZ;NAGİHAN TOKMAK;RAM. KAYA;4;%4.48(7);47;1:40.89;15,60;2,5 Boy
4;TOLSTOY KG DB SK;5y k  a;AYABAKAN;MENŞURE;56,5;E.BOZDAĞ;CEM ÖZBELGE;T.İBİŞ;3;%13.75(3);51;1:41.30;4,85;Yarım Boy
5;BABA ZAMAN KG DB SK;7y a  g;SULTAN DE FAUST (FR);ATIĞ HATUN;63;M.KAYA;MÜSLÜM ŞEKER;RAM. KAYA;1;%5.89(5);64;1:41.39;8,65;
6;GOBAK KAYRA KG K;5y a  a;DİLİRAN;TOŞUR HANIM;57;A.KAÇMAZ;ERSİN ERDEM;C.TURAN;7;%4.45(8);52;1:41.67;11,75;
7;GÜMBÜRHAN SKG SK;4y k  a;GÜMBÜRGÜMBÜR;LEYLANAZ;59;Y.GÖKÇE AP;MELİH ERDEM;Y.DEMİRKIRAN;8;%30.21(1);65;1:41.85;2,75;
8;YAĞIZHANBEY DB;5y d  a;BAHARŞAH;NURMELEK;59;M.ÇELİK AP;DAVUT ARSLANCA;H.R.YEŞİLBUDAK;9;%1.53(9);62;1:42.31;36,90;
9;YAZASLANI K;5y a  a;VAKKAS;YAZ YAĞMURU;50;R.YILDIZ AP;HAMZA ÖZEN;GÖK.GÖKÇE;10 - DS;%0.3(10);25;1:43.41;71,65;
