Bursa;(13. Yarış Günü);25/05/2026
1. Kosu :   14.00;Maiden/DHÖ; 3 Yaşlı Araplar; 57.00kg; 1200m; Kum;;;;Rekor Derece :1.19.33
İkramiye;;;;;Yetiştirici Primi;;;;
1.)545.000 TL;2.)218.000 TL;3.)109.000 TL;4.)54.500 TL;5.)27.250 TL;1.)163.500 TL;2.)65.400 TL;3.)32.700 TL;4.)16.350 TL;5.)8.175 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ROSİCAN KG K;3y a  d;GELİBOLU;BİLANA;55 +1.00;A.YILDIZ;MURAT ALTIN;FER.ALTIN;11;%21.78(2);;1:22.07;3,30;6 Boy
2;BARLABEY KG K DB;3y d  e;MADRABAZ;İNCİLAYKIZ;57 +0.10;M.M.BİLGİN;LEVENT ÇARDAKLI;R.COŞKUN;6;%15.04(3);;1:23.19;6,00;Baş
3;ERGÜNEŞ KG SK;3y d  e;SONALP;YEŞİLÇAY;57 +0.40;O.GÖKÇE;ŞEMSETTİN TOYDEMİR;O.DEMİR;9;%32.85(1);;1:23.22;2,15;2,5 Boy
4;DADAKBEY KG SK;3y k  e;SERDÜMEN;KIZILGÜL;57;C.PASO;HİKMET AKBULUT;Y.AKBULUT;7;%11.14(4);;1:23.62;5,70;1,5  Boy
5;NADİDE KIZ KG K;3y a  d;ENDEREFE;KIŞKIRTICI;55;N.AVCİ;CEYHAN TÜRKKAN;M.ÖZGÜL;4;%6.04(6);29;1:23.84;9,50;
6;EFLANİ KG K;3y a  d;ÖZHABER;ELDEM;57;MAH.TURAN;HALİL ÖZTÜRK;M.A.TURAN;5;%7.1(5);31;1:23.89;8,75;
7;ÇAĞIM KG;3y a  e;UÇANOĞLU;GÖZ DAMLASI;57 +0.10;A.İNCİ;İBRAHİM HALİL KARATAŞ;R.COŞKUN;2;%0.68(10);;1:24.08;39,85;
8;ZAZA ENES KG SK;3y a  e;GELİBOLU;ERVA SULTAN;53 +1.00;Y.GÖKÇE AP;HÜSEYİN BAŞIBÜYÜK;S.ŞAHYAZICI;10;%2.92(7);;1:24.10;14,80;
9;GÖNÜL SARAYI KG DB SK;3y d  e;SONALP;CANIMBAKTAN;57;O.ATMACA;İSMAİL ULAŞ;FER.ALTIN;8;%1.18(8);29;1:24.23;30,15;
10;DAVRANTAY KG SK;3y a  e;ANKA;ALAHAN;53 +1.10;R.KETME AP;ALİ ARI;EM.KAYA;3;%0.97(9);;1:24.71;32,75;
11;GÜNŞİRAY (Koşmaz);3y k  d;YAKUPBEY;ATEŞCEYLAN;55;F.AKBULUT AP;NURİ TURAN;K.TURAN;1;%0.3(11);27;Koşmaz;;
GANYAN(11) :3,30 TL, İKİLİ(1/11) :11,30 TL, SIRALI İKİLİ(11/1) :18,60 TL

2. Kosu :   14.30;Handikap 14 /H2; 3 Yaşlı İngilizler; kg; 2000m; Kum;;;;Rekor Derece :2.06.06
İkramiye;;;;;Yetiştirici Primi;;;;
1.)400.000 TL;2.)160.000 TL;3.)80.000 TL;4.)40.000 TL;5.)20.000 TL;1.)72.000 TL;2.)28.800 TL;3.)14.400 TL;4.)7.200 TL;5.)3.600 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BLACKFYRE KG K DB;3y d  e;VICTOR LUDORUM (GB);GAVEA (IRE);58;Y.GÖKÇE AP;ŞEYDA ERCAN;A.AKBULUT;7;%39.93(1);43;2:12.03;1,50;6 Boy
