Ankara;(16. Yarış Günü);26/05/2026
1. Kosu :   14.30;ŞARTLI 3/DHÖW/Dişi; 3 Yaşlı Araplar; 57.00kg; 1200m; Çim;;;;Rekor Derece :1.16.76
İkramiye;;;;;Yetiştirici Primi;;;;
1.)470.000 TL;2.)188.000 TL;3.)94.000 TL;4.)47.000 TL;5.)23.500 TL;1.)141.000 TL;2.)56.400 TL;3.)28.200 TL;4.)14.100 TL;5.)7.050 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;AYLAK KIZ KG K;3y k  d;TALİPHAN;GÜLGÜNKIZ;53 +0.20;M.UYAR AP;AHMET GÜNER;İ.ÇEÇAN;6;%26.79(2);40;1:19.39;4,10;1,5  Boy
2;ÇEŞNİGİR KG DB SK;3y a  d;ALTINCI HİS;MAHİZARKIZ;57;M.S.ÇELİK;MEHMET YILDIZ;M.A.İNCESOY;5;%35.63(1);41;1:19.60;1,40;4 Boy
3;ANKARA GÜZELİ KG DB SK;3y a  d;GÜMBÜRGÜMBÜR;AKREBİN GÖZÜ;57 +0.30;H.ÇİZİK;DORUK SÖKMEN;İ.ÇEÇAN;1;%12.17(4);40;1:20.25;5,70;14 Boy
4;EKSEN KG SK;3y a  d;CANYOLDAŞ;GONCA NAZ;59;MÜS.ÇELİK;İBRAHİM HAKKI BOYRAZ;M.DEMİROL;2;%9.77(5);39;1:22.50;11,25;4,5 Boy
5;HEVSELİM KG DB SK;3y d  d;ÖZDURAN;NAZLI ŞİMŞEK;51 +1.70;M.T.COŞKUN AP;İREM NUR KAYA;Y.TUNCAY;4;%1.76(6);23;1:23.28;36,25;
6;KAÇARAK KG K;3y a  d;BİÇER;ROMALI;54 +2.00;F.ÇETİNBAŞ;ESER ÖKSÜZER;Ş.OLĞAÇ;3;%13.88(3);;Derecesiz;4,05;
GANYAN(3) :4,10 TL, SIRALI İKİLİ(3/4) :6,30 TL

2. Kosu :   15.00;Maiden; 2 Yaşlı İngilizler; 57.00kg; 1000m; Çim;;;;Rekor Derece :0.55.85
İkramiye;;;;;Yetiştirici Primi;;;;
1.)600.000 TL;2.)240.000 TL;3.)120.000 TL;4.)60.000 TL;5.)30.000 TL;1.)180.000 TL;2.)72.000 TL;3.)36.000 TL;4.)18.000 TL;5.)9.000 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;FATHERSD K DB SK;2y d  e;MYBOYCHARLIE (IRE);LAST WINNER;57;G.KOCAKAYA;SELÇUK DEMİR;O.BULUT;7;%36.77(1);;0:59.40;1,65;1 Boy
2;DELICIAS TURCAS SK;2y k  d;NATIVE KHAN (FR);LOKUM;55 +0.70;M.S.ÇELİK;SEMİH KATI;H.SUNKAR;3;%34.22(2);;0:59.54;2,50;4 Boy
3;LAGIOIA KG K;2y d  d;MENDIP (USA);HORONGÜZELİ;55 +0.30;M.N.SUNKAR;REMZİ DAĞ;E.ACER;5;%4.21(5);22;1:00.08;13,60;1,5  Boy
4;YELLOW LION KG K;2y d  e;SMART ROBIN (JPN);SUNNY FACE;57 +0.10;V.ABİŞ;SEMRA ERKUŞ;O.BULUT;1;%9.21(4);;1:00.30;4,70;Yarım Boy
5;SHAO KAHN KG SK;2y a  e;NATIVE KHAN (FR);İREM SU;57;A.KURŞUN;FAKİ ARDA ÖZLEN;İB.B.OĞULLARI;4;%14.58(3);;1:00.39;4,85;
6;SOLID TIME SK (Koşmaz);2y d  e;AUTHORIZED (IRE);KATSUYA;57;O.AKGÖNÜL AP;SEMİH KATI;H.SUNKAR;6;%0(7);;Koşmaz;;
7;IMPERIAL GLOIRE KG DB SK (Koşmaz);2y d  d;MYBOYCHARLIE (IRE);NAIROBI;52;F.ÇETİN AP;SELÇUK DEMİR;O.BULUT;8;%1(6);;Koşmaz;;
8;PONCA SK (Koşmaz);2y a  d;NATIVE KHAN (FR);SHERMAN OAKS;55;O.FİDAN AP;MEHMET ALİ KATI;H.SUNKAR;2;%0(8);;Koşmaz;;
[(1)FATHERSD,(6)IMPERIAL GLOIRE,] eküridir.[(5)DELICIAS TURCAS],(3)SOLID TIME],] eküridir.GANYAN(1) :1,65 TL, İKİLİ(1/5) :2,15 TL, SIRALI İKİLİ(1/5) :3,20 TL, ÜÇLÜ BAHİS(1/5/7) :32,10 TL Çıkan 1 Atla: 4,30 TL, PLASE() :İade, 1. ÇİFTE(3/1,6) :5,75 TL

3. Kosu :   15.30;Handikap 15/Dişi /H2; 3 Yaşlı İngilizler; kg; 1400m; Kum;;;;Rekor Derece :1.24.28
İkramiye;;;;;Yetiştirici Primi;;;;
1.)595.000 TL;2.)238.000 TL;3.)119.000 TL;4.)59.500 TL;5.)29.750 TL;1.)107.100 TL;2.)42.840 TL;3.)21.420 TL;4.)10.710 TL;5.)5.355 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;GRINGA K DB;3y d  d;OUTWORK (USA);CAROLINA SOUTH (USA);60;M.S.ÇELİK;YÜKSEL GÖKTÜRK;İS.TEKİNALP;7;%12.59(5)  %11.94(5);54;1:29.11;5,45;1 Boy
2;DOLCE MARE SK;3y d  d;BODEMEISTER (USA);GIFTED SULTAN;58,5;V.ABİŞ;CEM KAAN PARSAK;KAD.BALTACI;8 - DS;%21.27(2)  %24.44(1);51;1:29.26;2,40;1,5  Boy
3;SEQUOIA KG SK;3y d  d;KANEKO;SUVLA BAY;50 +2.00;M.BAYIR;SELİM ÇELİK;S.GÜRKAN;6;%4.28(6)  %3.94(6);33;1:29.53;15,35;1 Boy
4;KARDAHA KG SK;3y d  d;KLIMT (USA);IRMAK PRENSES;61;M.AKYAVUZ;TEKİN AKYAVUZ;S.AKYAVUZ;1;%16.79(3)  %15.7(4);56;1:29.70;5,40;5 Boy
5;BARBOOM DB SK;3y d  d;NATIVE KHAN (FR);İMMİ İMMİ;58,5;A.KURŞUN;FAKİ ARDA ÖZLEN;İB.B.OĞULLARI;5;%16.64(4)  %17.28(3);51;1:30.52;3,05;
6;LADY ATAŞ KG K;3y d  d;MENDIP (USA);FLO JO;51 +2.00;M.KESKİN;ÖZGÜR ATAŞ;E.MUTLU;4;%1.03(8)  %0.86(8);36;1:31.44;40,70;
7;LAGRIMAS DEL SOL DB SKG SK;3y d  d;BODEMEISTER (USA);PERFORMANTE;52,5 +2.00;N.DEMİR;MEHMET KARATOPRAK;Y.C. KARATOPRAK;3;%3.26(7)  %2.85(7);39;1:32.70;27,40;
8;SWEET DREAMS K;3y d  d;AVERY ISLAND (USA);THE SMURF;55 +0.20;G.KOCAKAYA;MURATCAN KANAR;E.ACER;2;%24.13(1)  %22.99(2);44;Derecesiz;4,00;
GANYAN(2) :5,45 TL, İKİLİ(2/4) :10,85 TL, SIRALI İKİLİ(2/4) :27,35 TL, 2. ÇİFTE(1,6/2) :20,30 TL

4. Kosu :   16.00;SATIŞ 3/DHÖW; 4 Yaşlı Araplar; 58.00kg; 1600m; Çim;;;;Rekor Derece :1.43.95
İkramiye;;;;;Yetiştirici Primi;;;;
1.)630.000 TL;2.)252.000 TL;3.)126.000 TL;4.)63.000 TL;5.)31.500 TL;1.)151.200 TL;2.)60.480 TL;3.)30.240 TL;4.)15.120 TL;5.)7.560 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;PENÇSİR KG DB SK;4y a  a;GÜMBÜRGÜMBÜR;KESKİNNAZ;58;A.KURŞUN;ERKUL ÖCAL;R.SUNA;7 - DS;%11.59(2)  %13.21(2);67;1:45.73;5,85;1 Boy
2;HERZAMAN KG K;4y a  a;SERHANTAY;PIRENSES BERCA;58;H.ÇİZİK;RECEP KANDEMİR;Y.UÇAR;1;%63.27(1)  %58.76(1);84;1:45.86;1,15;1,5  Boy
3;TUNA ADAM KG K;4y a  a;COŞARTAY;GÜMÜŞKANAT;57 +0.10;V.ABİŞ;ABDULKADİR DURMAZ;MEH.ÇELİK;10 - DS;%5.54(4)  %5.88(5);68;1:46.15;11,45;1 Boy
4;RİBARO SK;4y k  a;SAKARBAŞI;FÜSUNGÜZELİ;58;İ.KATI;MÜSLÜM KATI;Y.TUNCAY;6;%3.11(6)  %3.31(6);44;1:46.31;22,50;1 Boy
