Diyarbakır;(4. Yarış Günü);09/05/2026
1. Kosu :   21.00;Handikap 16 /H3; 3 ve Yukarı İngilizler; kg; 2000m; Kum;;;;Rekor Derece :2.03.77
İkramiye;;;;;Yetiştirici Primi;;;;
1.)440.000 TL;2.)176.000 TL;3.)88.000 TL;4.)44.000 TL;5.)22.000 TL;1.)79.200 TL;2.)31.680 TL;3.)15.840 TL;4.)7.920 TL;5.)3.960 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;ELİF IN MY HEART K DB;4y d k;INVINCIBLE SON (IRE);PURE GRACE (USA);54,5 +1.30;A.H.BAYAR;SELAMİ ARSLAN;İ.ATMACA;10 - DS;%5.09(6);47;2:17.80;14,45;3,5 Boy
2;HOT SUGAR DB SK;4y a  a;HOT CHOCOLATE;SUGAR FOOT;54 +1.90;N.ALTIN;SONGÜL YILDIRIM;M.BULUÇ;7;%18.8(2);46;2:18.42;4,35;1,5  Boy
3;INFORMACTION KG SK;4y d  a;MYBOYCHARLIE (IRE);CHARDONNAY;57 +0.30;S.KAPLAN;MAHMUT KARAKEÇİ;Z.AKDEMİR;4;%4.86(7);52;2:18.66;12,60;6 Boy
4;BOHEMIA DB SK;4y d k;HEP BERABER;MAMUSELLA (IRE);55,5 +0.60;A.AKDEMİR;FIRAT TEKİNALP;H.TEKİNALP;1;%7.23(3);49;2:19.76;4,10;6 Boy
5;TYRAXES KG K DB;4y d  a;MENDIP (USA);ALLURE D'AMOUR (IRE);60;F.YARDIMCI;SEYFİ ALTIN;K.TAŞDEMİR;5;%36.12(1);58;2:20.82;1,85;
6;BRO BORA KG DB SK;4y a  a;VICTOIRE PISA (JPN);HAYAL;61;İ.KATAR;ABDULVEHAP AKDAĞ;MEHM.KAYA;11 - DS;%12.1(4);60;2:21.35;6,15;
7;GRAND METEOR DB SK;6y d  a;BAY ÇİFTÇİOĞLU;JOZEFINA;52 +1.30;H.YÖNDEN AP;MAHMUT KARAOĞLAN;MEHM.KAYA;6;%1.33(9);39;2:22.24;32,65;
8;SPEEDING BULLET SKG SK;4y d  a;APPROVE (IRE);LADY MAXIMA;59;L.TAPTIK AP;FIRAT TEKİNALP;H.TEKİNALP;8;%5.47(3);62;2:22.32;4,10;
9;MY IRON SK;4y d  a;SMART ROBIN (JPN);MIDPOINT;60 +0.50;M.P.DEMİR AP;SAVAŞ ERGİN;F.YALÇINKAYA;9 - DS;%1.65(8);62;2:24.91;23,80;
