İzmir;(13. Yarış Günü);28/05/2026
1. Kosu :   17.15;Handikap 16 /H2; 3 ve Yukarı İngilizler; kg; 1200m; Kum;;;;Rekor Derece :1.11.25
İkramiye;;;;;Yetiştirici Primi;;;;
1.)630.000 TL;2.)252.000 TL;3.)126.000 TL;4.)63.000 TL;5.)31.500 TL;1.)113.400 TL;2.)45.360 TL;3.)22.680 TL;4.)11.340 TL;5.)5.670 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BLUE REFLECTION KG DB SK;4y d  a;INVINCIBLE SON (IRE);SHIAWASSEE (USA);59,5;B.M.MIRIK;ŞİRİN HATİPOĞLU;Ç.ÖZDİL;1;%19.83(2);61;1:15.00;3,55;3 Boy
2;BATTLECAT DB SK YP;5y a  a;RUN AWAY AND HIDE (USA);GÜLER YÜZLÜM;54 +0.40;Ö.F.ÖZEN AP;İLKER İYİKOL;SEY.GÖKÇE;3;%6.43(5);53;1:15.43;10,75;Yarım Boy
3;KING ZELAY KG K DB;4y d  a;MENDIP (USA);PRENSES ZELAY;54 +0.80;N.AVCİ;ALATTİN ÇELİK;Ü.TANER;9;%3.62(6);50;1:15.53;18,85;1 Boy
4;TOLGA REİS KG DB SK;4y d  a;RUN AWAY AND HIDE (USA);TWIST LADY;50 +1.70;Ç.TAŞCI AP;A.CEYDA FEYZULLAH;C.YILDIRIM;5;%0.63(9);36;1:15.66;37,45;Boyun
5;MUFASA KG K DB SK;3y d  e;TIGER MOTH (IRE);MY LOVELY BOY;52 +2.00;E.AKTUĞ;OĞUZHAN ÖZŞAHİN;SEY.DEMİR;6;%45.63(1);42;1:15.70;1,55;
6;BOARDING PASS KG DB SK;5y d  a;MENDIP (USA);CARAMEL;61;A.MEH.ALTIN AP;METİN ÇETİNKAYA;L.BERKOL;4;%10.39(3);67;1:15.81;6,50;
7;GULAZER SK;4y d k;GRAYSTORM;HAYAT;50,5;M.B.ÖNCEL AP;FERİDUN KILIÇASLAN;B.ÖZGÜR;8;%1.29(8);43;1:15.91;28,95;
8;YOU GOT THIS KG DB SK;3y a  g;TRAPPE SHOT (USA);AUF WIEDERSEHEN;52 +1.40;R.KETME AP;ERAY KOKTAY;A.ÖKSÜZLER;7;%1.63(7);43;1:16.81;41,45;
9;MANTI SISTER DB SK;4y d k;MANTICORE;RED SISTERS;50 +2.00;E.D.ÖKTEN AP;METİN HASKONUR;S.Z.A.MİNASOĞLU;2;%0.49(10);38;1:19.31;60,80;
10;MAGIC BANK KG K DB;3y d  d;KLIMT (USA);DİLBAR;52 +0.80;S.AKŞIN AP;TUFAN ÇELİK;Ş.ÇELİK;10;%10.06(4);60;1:20.83;6,25;
GANYAN(2) :3,55 TL, İKİLİ(2/4) :18,10 TL, SIRALI İKİLİ(2/4) :26,10 TL

2. Kosu :   17.45;Handikap 15 /H2; 3 Yaşlı İngilizler; kg; 2000m; Kum;;;;Rekor Derece :2.05.51
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;EXIREL K DB;3y d  d;MYBOYCHARLIE (IRE);SUHULET;54 +2.00;M.M.BİLGİN;UFUK TALAT KORKUT;B.GÜL;6;%21.14(1);39;2:13.04;2,25;5 Boy
2;TAŞDEMİR HAN K DB;3y d  e;TIGER MOTH (IRE);ELEVATED;52,5 +1.70;Ö.F.ÖZEN AP;BEKİR CANPOLAT;O.TAŞDEMİR;3;%14.1(4);38;2:14.00;3,60;4 Boy
3;GLORIOUS LIFE KG DB SK;3y d  e;AVERY ISLAND (USA);HIGHEST APPROVAL (USA);59,5;GÖKH.GÖKÇE;UNSAL KACAKOGLU;SEY.GÖKÇE;9 - DS;%18.84(2);50;2:14.72;3,85;2 Boy
4;DRAGON OF SONG KG K DB SK;3y a  d;VOODOO SONG (USA);ALTALİH;55,5;B.M.MIRIK;ENGİN ATEŞLER;S.Z.A.MİNASOĞLU;5;%14.39(3);42;2:14.99;8,30;3,5 Boy
5;DREAM CHASER KG DB SK ÖG;3y d  d;BODEMEISTER (USA);LOVE SPICE (GB);53 +1.10;E.AKTUĞ;MESUT SAYAR;S.C.GÖZÜNGÜ;1;%3.27(9);36;2:15.58;24,80;
6;KARPATINO DB SKG SK;3y d  e;TRAPPE SHOT (USA);GRANULARITY (GB);53,5 +0.70;R.KETME AP;ERHAN AK;SERH.YILDIRIM;2;%4.71(8);38;2:15.63;20,20;
7;DESESPERADOS K;3y d  e;MENDIP (USA);HER LATEST FILM (USA);60;N.AVCİ;GÜLİZAR YANIK;H.SUNKAR;7;%11.1(5);51;2:18.48;6,95;
8;GRAY MOON DB SKG SK SGKR;3y k  e;GRAYSTORM;GALYALI PRENSES;53,5 +2.00;A.İNCİ;ŞAFAK GÜMÜŞ;A.GÜMÜŞ;4;%5.13(7);38;2:19.20;17,70;
9;UNSEEN POWER DB SK;3y d  e;PAPA CLEM (USA);FLY SO HIGH;59;M.KEÇECİ AP;KORHAN BERBEROĞLU;A.GÜMÜŞ;8 - DS;%7.32(6);53;2:29.10;10,45;
GANYAN(5) :2,25 TL, İKİLİ(5/8) :8,85 TL, SIRALI İKİLİ(5/8) :20,35 TL, ÜÇLÜ BAHİS(5/8/3) :68,20 TL, PLASE(5) :1,15 TL, PLASE(8) :1,55 TL, 1. ÇİFTE(2/5) :21,25 TL

3. Kosu :   18.30;ŞARTLI 4; 3 ve Yukarı İngilizler; 51.50kg; 60.00 kg; 61.50 kg; 2200m; Kum;;;;Rekor Derece :2.20.23
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;COLOUR OF LIGHT KG DB SK;7y d  a;INVINCIBLE SON (IRE);PRENSES RUYA (USA);57,5;M.ÇİÇEK;ERCAN SÖKMEZ;V.ÖNDER;4;%55.38(1);95;2:24.77;1,25;6 Boy
2;GROUND SPEED K DB SK;4y a  a;LION HEART (USA);GROUND SHAKER;62;GÖKH.GÖKÇE;TUNCER GÖKÇE;SEY.GÖKÇE;1;%26.89(2);77;2:25.80;3,45;4 Boy
3;BERİD SK;5y a  a;NATIVE KHAN (FR);AYSULTAN;58,5;M.M.BİLGİN;ZAFER GEZİCİ;S.ŞAHYAZICI;5;%10.32(3);72;2:26.48;4,75;4,5 Boy
4;EL VERDUGO KG SK;4y d  a;MENDIP (USA);GOOD MEMORY;54 +2.00;A.MEH.ALTIN AP;SEMİH KATI;H.SUNKAR;3;%3.94(4);66;2:27.30;13,25;18 Boy
5;TIMELESS KG K DB;5y a k;SUPER SAVER (USA);KATUŞA;55,5 +1.50;H.ŞİMŞEK;LEVENT DEMİR;FAH.CEYLAN;6 - DS;%1.17(6);52;2:30.30;17,80;
6;MULTIVERSE DB SKG SK;4y d  a;SIDNEY'S CANDY (USA);ZAHENDA (GB);56;B.M.MIRIK;HIDIR TAŞDEMİR;O.TAŞDEMİR;2;%2.3(5);51;2:36.28;12,35;
