Diyarbakır;(6. Yarış Günü);23/05/2026
1. Kosu :   21.00;Handikap 14 /H3; 3 ve Yukarı İngilizler; kg; 2000m; Kum;;;;Rekor Derece :2.03.77
İkramiye;;;;;Yetiştirici Primi;;;;
1.)280.000 TL;2.)112.000 TL;3.)56.000 TL;4.)28.000 TL;5.)14.000 TL;1.)50.400 TL;2.)20.160 TL;3.)10.080 TL;4.)5.040 TL;5.)2.520 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;MY BRUNETTE ANGEL DB SKG SK;4y d k;TOCCET (USA);SIRÇA BEBEK;59,5;F.YARDIMCI;REŞİT DEMİR;OS.DEMİR;3;%15.25(1);38;2:27.08;3,55;3 Boy
2;BLACK STONE DB SKG SK;4y a  a;VOODOO SONG (USA);PRENSES MELEK;58;M.ŞAKİR AP;MEHMET ÇİZİK;T.ÇİZİK;8;%12.73(3);39;2:27.56;6,30;2,5 Boy
3;JUNIOR CURA KG SK;4y k  a;GRAYSTORM;İDİL;58,5;İ.AKYAVUZ;HASİBE ÇOLAK CURA;T.ÇİZİK;12;%14.79(2);36;2:28.03;4,95;1 Boy
4;SAKLIKAPI KG DB SK;4y a k;AUTHORIZED (IRE);İSMETİNKIZI;61;B.SARIDAL AP;ALİ ŞAHİN;T.TAHTA;7;%9.18(5);45;2:28.19;8,70;Yarım Boy
5;VOICE OF REASON DB SKG SK;4y d  a;TIZWAY (USA);HOLD THAT MELODY;52 +2.00;N.ALTIN;MEHMET KAYA;MEHM.KAYA;2;%12.6(4);12;2:28.31;3,70;
6;KING ENSAR SK;4y d  g;SMART ROBIN (JPN);GALATASULTANI;55 +2.00;H.SARIDAL;MUSTAFA SARIDAL;SİN.ALTUNDAĞ;5;%1.61(13);29;2:28.78;29,90;
7;CHİKYU SKG SK;4y d  a;VICTOIRE PISA (JPN);KAREN'S CUISINE (USA);53,5 +2.00;S.KAPLAN;ADNAN FELHAN;A.AKBABA;11;%7.54(6);26;2:30.94;7,85;
8;HOT WARRIOR KG K DB;4y d k;HOT CHOCOLATE;NORTHERN WARRIOR;55 +2.00;İ.KATAR;SERDA TANDOĞAN KURU;H.TEKİNALP;1;%2.39(12);29;2:31.02;31,70;
9;GRAND METEOR DB SK;6y d  a;BAY ÇİFTÇİOĞLU;JOZEFINA;57,5 +0.20;L.TAPTIK AP;MAHMUT KARAOĞLAN;MEHM.KAYA;10;%5.79(8);37;2:36.12;15,00;
10;HIGH SYMPHONY KG SK;4y d k;AVERY ISLAND (USA);SWORD DANCING;59,5 +0.50;A.ÇANKAYA AP;İSMAİL CANPOLAT;MEHM.KAYA;4;%2.78(10);42;2:36.98;26,10;
11;FOÇA STORM SKG SK;5y d k;GRAYSTORM;MADE IN FOÇA;61;H.ALTUNDAĞ;HÜSEYİN ÇELİK;S.KARAKEÇİLİ;13;%5.42(9);38;2:38.47;18,30;
12;PROMISE ME DELIGHT KG DB SK;4y d k;BODEMEISTER (USA);SHINING GOLD;57,5;M.IŞIK;KAZIM YARAREL;B.DEMİRKAPU;9;%2.64(11);34;2:38.71;30,65;
13;JİNORA KG K DB;4y d k;TIZWAY (USA);JUNGLE LAW;52,5 +2.00;İ.AKIN AP;MUZBAH YARDIMCI;OS.DEMİR;6;%7.27(7);24;2:43.62;12,75;
GANYAN(5) :3,55 TL, İKİLİ(3/5) :17,60 TL, SIRALI İKİLİ(5/3) :40,55 TL

2. Kosu :   21.30;ŞARTLI 3; 3 Yaşlı İngilizler; 58.00kg; 1200m; Kum;;;;Rekor Derece :1.10.63
İkramiye;;;;;Yetiştirici Primi;;;;
1.)280.000 TL;2.)112.000 TL;3.)56.000 TL;4.)28.000 TL;5.)14.000 TL;1.)50.400 TL;2.)20.160 TL;3.)10.080 TL;4.)5.040 TL;5.)2.520 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;MY MOON KG SK;3y a  d;SADLER'S JOY (USA);LA REYNA;56 +1.00;F.YARDIMCI;M.SELİM GÜLEŞEN;Z.AKDEMİR;6 - DS;%21.34(2);52;1:21.36;3,15;6 Boy
2;THAT BEATS ALL K DB;3y d  e;AIR VICE MARSHAL (USA);TOMESCU (AUS);57 +2.00;R.DOĞAN;ÖZLEM TEKİNALP;E.ALTIN;11;%5.15(7);27;1:22.37;16,70;1,5  Boy
3;BLUE COMET KG SK;3y d  e;BLUEGRASS CAT (USA);STILL DREAMING;55 +0.70;A.H.BAYAR;MUHAMMED ALİ ÇİZİK;T.ÇİZİK;7;%3.9(4);;1:22.68;6,90;1,5  Boy
4;SERREŞ SKG SK;3y d  e;EUPRHATES (USA);TIRAULI (IRE);61;A.AKDEMİR;CEMAL DURMAZ;M.ASLAN;10;%6.44(6);38;1:22.93;15,00;5,5 Boy
5;QUEEN OF VICTORY KG DB SK;3y d  d;MENDIP (USA);VEDRANA;56 +1.50;L.TAPTIK AP;MUHAMMED ALİ ÇİZİK;M.ÇİÇEK;1;%7.26(4);39;1:23.90;6,90;
6;TORUNUM DEVRİM KG SK;3y d  e;GAZIBORA KHAN (GB);PICCIKATO;55 +2.00;M.IŞIK;ALİ KARAKAN;K.TAŞDEMİR;3;%0.65(13);;1:24.42;56,40;
7;ZAEDNO KG K DB;3y d  e;NOBEL PRIZE (IRE);SILVER SHOES;55 +2.00;İ.KATAR;ÖMER DEMİR;S.KARAKEÇİLİ;9;%2.01(9);22;1:24.64;26,95;
8;LIGHT OF HOPE DB SKG SK;3y d  d;BODEMEISTER (USA);SWIFT MACHINE;54 +2.00;S.KAPLAN;MUHAMMED ŞERİF FELHAN;A.AKBABA;13;%0.8(12);12;1:25.12;41,25;
9;GREAT HOPES DB SKG SK;3y a  e;FINESSE;STORM OF THE CITY;55 +0.30;İ.AKYAVUZ;MAHMUT YARDIMCI;EKR.YARDIMCI;8;%13.3(3);46;1:25.30;6,55;
10;KRAL ALPER DB SKG SK;3y a  e;MY FREEDOM;EMIKA;58;N.ALTIN;ALİ BAKIR;M.BULUÇ;14;%23.36(1);55;1:25.51;2,60;
11;BLUE RANSOM KG SK;3y a  e;BLUEGRASS CAT (USA);FLAX FLOWER (USA);55 +2.00;A.ÇANKAYA AP;MEHMET PARILDAR;H.TEKİNALP;2;%1.66(10);;1:27.19;22,25;
12;JAZZMASTER DB SK;3y a  g;LION HEART (USA);LHAZAREEN;61;M.A.AKTÜRK;REFİK ÇEVİK;M.BULUÇ;4;%10.51(5);56;1:29.42;5,30;
13;HURRICANE WOMAN SKG SK;3y d  d;PAPA CLEM (USA);SMART DIAMOND;55 +2.00;H.SARIDAL;UĞUR KESKİN;E.AÇMAZ;12;%2.14(8);;1:30.87;39,80;
14;PAŞA SEYDO KG DB SK;3y d  e;PAPA CLEM (USA);MALEFİZ;55 +2.00;M.ŞAKİR AP;SAVAŞ ERCÜMENT BECENE;MEHM.KAYA;5;%1.48(11);29;Derecesiz;39,60;
[(10)BLUE COMET,(6)QUEEN OF VICTORY,] eküridir.GANYAN(5) :3,15 TL, İKİLİ(5/8) :35,50 TL, SIRALI İKİLİ(5/8) :52,50 TL, PLASE(5) :2,70 TL, PLASE(8) :6,05 TL, PLASE İKİLİ(5/10) :18,80 TL, PLASE İKİLİ(5/8) :12,50 TL, PLASE İKİLİ(8/10) :50,10 TL, SIRALI 5 Lİ BAHİS(5/8/10/2/6) :56.844,37 TL, TABELA BAHİS(5/8/10/2) :5.654,02 TL, TABELA BAHİS SIRASIZ(5/8/10/2) :189,52 TL, 1. ÇİFTE(5/5) :19,50 TL

3. Kosu :   22.00;ŞARTLI 3/DHÖW; 3 Yaşlı Araplar; 57.00kg; 1100m; Kum;;;;Rekor Derece :1.16.64
İkramiye;;;;;Yetiştirici Primi;;;;
1.)280.000 TL;2.)112.000 TL;3.)56.000 TL;4.)28.000 TL;5.)14.000 TL;1.)84.000 TL;2.)33.600 TL;3.)16.800 TL;4.)8.400 TL;5.)4.200 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;CEMİYET HAYATI KG DB SK;3y a  e;CANYOLDAŞ;GÜNBATIMI;59;İ.AKYAVUZ;BAKİ BAKIR BOYRAZ;Z.AKDEMİR;2;%41.2(1);36;1:21.95;1,35;12 Boy
2;ASLIHANOĞLU KG K;3y k  e;SABRİNİN ATI;ÖZBEKCEYLAN;56 +1.40;İ.KATAR;MEHMET NURULLAH KARAKEÇİLİ;M.A.SUBAY;8 - DS;%19.33(2);;1:23.77;3,15;18 Boy
3;DOKTOR MİRAY KG K;3y a  d;ORHUNKAAN;ELİANA;55 +2.00;Y.CENGİZ;İLHAN GÜRLER;E.ALTIN;7;%12.06(3);34;1:26.60;5,90;Boyun
