Diyarbakır;(7. Yarış Günü);30/05/2026
1. Kosu :   21.00;Handikap 13 /H3; 3 Yaşlı İngilizler; kg; 1800m; Kum;;;;Rekor Derece :1.53.83
İkramiye;;;;;Yetiştirici Primi;;;;
1.)210.000 TL;2.)84.000 TL;3.)42.000 TL;4.)21.000 TL;5.)10.500 TL;1.)37.800 TL;2.)15.120 TL;3.)7.560 TL;4.)3.780 TL;5.)1.890 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;MİRA CETİ SKG SK;3y d  d;SHAMALGAN (FR);ABOVE BOARD (FR);59,5 +0.20;A.H.BAYAR;FIRAT TEKİNALP;H.TEKİNALP;3;%3.76(8);32;2:11.78;22,20;1 Boy
2;BAD BOYS KG SK;3y d  e;BLUEGRASS CAT (USA);NUIT BLANCHE;59;H.ALTUNDAĞ;VEDAT ÇİÇEK;E.AÇMAZ;9;%7.7(3);31;2:11.90;10,35;Burun
3;ROYALGUARD SK;3y a  e;SUPER SAVER (USA);WILLPOWER;61;F.YARDIMCI;NEDİM KARAKEÇİ;Z.AKDEMİR;13 - DS;%29.93(1);35;2:11.92;1,85;5,5 Boy
4;FANDOROS SKG SK ÖG;3y d  e;TIZWAY (USA);QUEEN DERYA (USA);58 +1.80;M.ÜNLÜ;ÜMİT KORKMAZ;Z.AKDEMİR;1;%3.41(9);29;2:12.98;26,70;Boyun
5;KING BOREAS DB SKG SK;3y d  e;TIZWAY (USA);ELLA;55,5 +1.50;Y.CENGİZ;GİZEM ÇAKMAKOĞLU;MEHM.KAYA;10;%7.12(4);24;2:13.03;12,30;
6;ÜNLÜSİMA KG DB SK;3y a  e;ÜNLÜOĞLU;LION MASTER;58;A.AKDEMİR;MUSTAFA ÜNLÜ;Z.AKDEMİR;2;%6.27(6);29;2:15.83;19,30;
7;VICTORY CODE KG DB SK;3y a  e;BLUEGRASS CAT (USA);BELIEVE IN VICTORY (USA);59,5;İ.AKYAVUZ;OSMAN TANER;A.YARDIMCI;5;%25.18(2);32;2:18.17;2,40;
8;PAŞA SEYDO DB SKG SK;3y d  e;PAPA CLEM (USA);MALEFİZ;58;İ.KATAR;SAVAŞ ERCÜMENT BECENE;MEHM.KAYA;11;%1.22(12);29;2:22.49;53,95;
9;MUSTANG SALLY K;3y a  d;ARSEN LUPEN;CAT IN THE HAT;52 +2.00;İ.AKIN AP;NURAY TEMİZKAN;F.YALÇINKAYA;7;%0.82(13);10;2:26.70;48,65;
10;HURRICANE WOMAN SKG SK;3y d  d;PAPA CLEM (USA);SMART DIAMOND;52 +2.00;B.SARIDAL AP;UĞUR KESKİN;E.AÇMAZ;4;%1.34(11);12;2:26.88;48,50;
11;CROWN TOZAN KG DB;3y d  e;SUPER ALP (USA);ENRICHING GIRL;57,5 +0.30;A.ÇANKAYA AP;CANER ARIK;E.ALTIN;8;%5.09(7);32;2:26.97;15,55;
12;KING EYMEN KG SK;3y d  e;BODEMEISTER (USA);KIZIL TÜRE;56,5 +0.20;Y.ÇELİKBAŞ;HÜSEYİN DİLBER;A.YARDIMCI;6;%1.65(10);26;2:28.51;25,35;
13;BAY WIND KG SK;3y a  e;FINESSE;LEATHER BAG;61;N.ALTIN;METİN SAYAR;S.KARAKEÇİLİ;12;%6.51(5);35;2:59.63;17,80;
GANYAN(4) :22,20 TL, İKİLİ(4/6) :82,70 TL, SIRALI İKİLİ(4/6) :201,60 TL

2. Kosu :   21.30;Handikap 13/DHÖW /H3; 4 ve Yukarı Araplar; kg; 1700m; Kum;;;;Rekor Derece :1.57.62
İkramiye;;;;;Yetiştirici Primi;;;;
1.)210.000 TL;2.)84.000 TL;3.)42.000 TL;4.)21.000 TL;5.)10.500 TL;1.)37.800 TL;2.)15.120 TL;3.)7.560 TL;4.)3.780 TL;5.)1.890 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;FATMA HANIM KG DB SK;4y a k;SERHANTAY;ZEHRAKIZ;57,5;Y.ÇELİKBAŞ;MAHMUT KARAOĞLAN;MEHM.KAYA;4;%1.97(11);23;2:17.88;33,75;Yarım Boy
2;ÇIĞGİBİ KG DB;4y a k;ODİNHAN;BÖRTEKİZ;59,5 +0.10;N.ALTIN;HAMİT EMEKTAR;T.ÇİZİK;8;%2.5(4);27;2:18.02;5,55;2,5 Boy
