Diyarbakır;(5. Yarış Günü);16/05/2026
1. Kosu :   21.00;Handikap 16/DHÖW /H3; 4 ve Yukarı Araplar; kg; 1200m; Kum;;;;Rekor Derece :1.19.83
İkramiye;;;;;Yetiştirici Primi;;;;
1.)440.000 TL;2.)176.000 TL;3.)88.000 TL;4.)44.000 TL;5.)22.000 TL;1.)79.200 TL;2.)31.680 TL;3.)15.840 TL;4.)7.920 TL;5.)3.960 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;BERHAN BEYLİ KG DB SK;4y a  a;FATİH AĞA;TATLIHAN;56 +2.00;H.ALTUNDAĞ;MEHMET ÇEÇAN;M.A.SUBAY;4;%13.4(3);52;1:30.39;6,35;3 Boy
2;YOLKIRAN KG DB SK;11y a  a;KAIZBERT (RU);TUTAYA;59,5;A.H.BAYAR;YÜKSEL ARSLAN;E.AÇMAZ;12;%9.01(4);57;1:30.96;8,65;Baş
3;ÖZARAS SKG SK;6y k  a;ARASLI;SERENKIZ;61,5;N.ALTIN;SELİM DEMİRKAPU;B.DEMİRKAPU;10;%6.19(6);61;1:30.99;16,80;4,5 Boy
4;KÜÇÜK BOZTEPE SKG SK;5y a  a;MERKÜROĞLU;GÖNÜL SULTAN;61;A.ÇANKAYA AP;MEHMET KARAKEÇİLİ;M.A.SUBAY;6;%14.56(2);64;1:31.80;3,55;1,5  Boy
5;HAMDİ AĞA DB;5y a  a;ORÇUN;BENLİDİLBER;57,5;F.YARDIMCI;MEHMET S. MELİK;S.KARAKEÇİLİ;7;%24.34(1);53;1:32.12;2,85;
6;KARA MAHO KG;4y k  a;SERHANTAY;ATEŞİN GÜCÜ;52 +2.00;Ç.CANPOLAT AP;NÜSRET CANPOLAT;MEHM.KAYA;1;%2.85(11);37;1:32.55;19,50;
7;LAVİSTAKAYA SK;5y k k;BERKCAN;DOKTORKAYA;59;M.DOĞAN;AHMET BABACAN;F.YALÇINKAYA;11;%8.7(5);56;1:32.82;8,45;
8;AHMET AĞA KG DB SK;5y a  a;SERHANTAY;DEKOLTE;58,5;Y.ÇELİKBAŞ;FERAT ARTUN;A.AKBABA;2;%4.24(9);55;1:33.49;11,60;
9;KING PELE KG DB SK;5y k  a;TURBO;AÇIK ARA;59,5;S.KAPLAN;ZEYNEP DOĞANAY ÇİLEK;E.AÇMAZ;9;%1.72(12);57;1:35.59;21,00;
10;DELİ MESUT KG DB SK;5y d  a;LİDERTAY;TEKFORD FEYZA;61;Y.CENGİZ;İZZETTİN SUNKAR;M.A.SUBAY;8;%3.73(10);60;1:35.67;13,70;
11;KEYNEK SEMEND KG SK;5y a k;SEMEND;ALTINYAĞMUR;54,5 +0.10;H.YÖNDEN AP;ALİ KARAKAN;K.TAŞDEMİR;13 - DS;%5.3(7);53;1:36.63;16,50;
12;MENABINOĞLU DB;5y k  a;ŞİMŞEĞİNOĞLU;AYLİSCAN;59;M.IŞIK;REŞİT TUMBUL;H.TEKİNALP;5;%4.78(8);56;1:38.17;15,40;
13;ZEYBEK AĞA KG SK;6y a  a;TURBO;ASLIDİLAN;61;R.DOĞAN;TALAT ŞENBAHAR;MAHMUT DOĞAN;3;%1.18(13);60;1:51.97;38,55;
GANYAN(12) :6,35 TL, İKİLİ(6/12) :25,60 TL, SIRALI İKİLİ(12/6) :53,55 TL

2. Kosu :  DİCLE ÜNİVERSİTESİ ZİRAAT FAKÜLTESİ KOŞUSU 21.30;ŞARTLI 4; 3 ve Yukarı İngilizler; 51.50kg; 60.00 kg; 61.50 kg; 2000m; Kum;;;;Rekor Derece :2.03.77
İkramiye;;;;;Yetiştirici Primi;;;;
1.)350.000 TL;2.)140.000 TL;3.)70.000 TL;4.)35.000 TL;5.)17.500 TL;1.)63.000 TL;2.)25.200 TL;3.)12.600 TL;4.)6.300 TL;5.)3.150 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;RAND ROWER KG SK;5y d  a;KANEKO;LEATHER BAG;59,5 +0.20;Y.CENGİZ;MEHMET AKYAVUZ;MEHM.KAYA;7;%12.23(4);68;2:24.57;6,25;1 Boy
2;ANADOLU PRENSİ DB SKG SK;6y d  a;PAPA CLEM (USA);ESMERBAL;57 +1.00;L.TAPTIK AP;ÜMİT AKTAŞ;EKR.YARDIMCI;12 - DS;%7.81(5);70;2:24.77;6,70;1 Boy
3;STORMY RIVER KG DB SK;6y d k;WIN RIVER WIN (USA);GAMOVA;62,5;İ.KATAR;ALİ ÇİZİK;H.TÜRKMAN;4;%7.61(6);66;2:24.98;13,65;Yarım Boy
4;INFORMACTION KG SK;4y d  a;MYBOYCHARLIE (IRE);CHARDONNAY;56 +1.00;S.KAPLAN;MAHMUT KARAKEÇİ;Z.AKDEMİR;2;%4.68(8);52;2:25.07;11,85;7 Boy
5;SELANİK PRENSİ KG DB SK;5y d  a;MENDIP (USA);ŞEMMAME;57,5;A.AKDEMİR;FERİDUN AKYAVUZ;MEHM.KAYA;5;%15.08(2);75;2:26.27;6,40;
6;GULIYEV DB SKG SK ÖG;8y d  g;CUVEE (USA);STARSHIP SURPRISE (USA);54,5 +0.40;Ç.CANPOLAT AP;ENVER KARAKAN;A.ZENGİN;10;%2.53(10);70;2:26.61;18,30;
7;SPEEDING BULLET SKG SK;4y d  a;APPROVE (IRE);LADY MAXIMA;56 +1.10;M.DOĞAN;FIRAT TEKİNALP;H.TEKİNALP;1;%3.18(9);60;2:27.72;19,50;
8;LAST SYMPHONY KG SK;4y d  a;AVERY ISLAND (USA);DONT BLAME ME;57;F.YARDIMCI;HALİT DEMİRKAPU;B.DEMİRKAPU;3;%20.11(1);80;2:29.69;2,40;
9;MOONFAIRY SKG SK;7y d k;WIN RIVER WIN (USA);MISSION COMPLETE;55,5;N.ALTIN;AHMET KILIÇCIOĞLU;O.GÖRMEZ;13 - DS;%13.86(3);84;2:35.20;4,05;
