Bursa;(10. Yarış Günü);15/05/2026
1. Kosu :   13.30;Handikap 15/DHÖW /H2/Y1; 4 Yaşlı Araplar; kg; 1900m; Kum;;;;Rekor Derece :2.11.51
İkramiye;;;;;Yetiştirici Primi;;;;
1.)490.000 TL;2.)196.000 TL;3.)98.000 TL;4.)49.000 TL;5.)24.500 TL;1.)88.200 TL;2.)35.280 TL;3.)17.640 TL;4.)8.820 TL;5.)4.410 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Derece;Ganyan;Fark
1;SANCARLI BEY KG K;4y k  a;KUTLUERİNOĞLU;HAN KUTLU;57;K.YILMAZ;İ.SUAT KUTLU;K.ŞENGEL;9;%22.71(2);50;2:16.36;3,90;4 Boy
2;ÜNSALBEYİM KG DB GKR;4y k  a;ÖZHABER;SİYAH ALTIN;51 +1.00;HA.GÖKÇE;ABDULLAH KILINÇ;D.AKBULUT;6;%3.91(8);38;2:16.96;18,20;Yarım Boy
3;ERSELEFE KG DB SK;4y k  a;ARASLI;ILIMLI;57,5;Y.GÖKÇE;MERTCAN ÖZKAN;E.ERGÜNAY;1;%9.21(4);51;2:17.07;9,55;Yarım Boy
4;BAŞ FEDAİ KG DB SK;4y k  a;TRANSİT;SABAHAN GELİN;54,5;B.BÜLBÜL;MEHMET GÜNDÜZELİ;Y.GÜNDOĞDİ;5;%15.56(3);45;2:17.15;3,70;5,5 Boy
5;TATARUŞAĞI KG DB SK;4y k  a;TAMERİNOĞLU;TATARKIZ;57;M.T.COŞKUN;AHMET ALTIN;M.TÜRKOĞLU;3;%6.19(6);50;2:18.09;8,20;
6;KURUŞUN GÜCÜ KG SK;4y k  a;SERDÜMEN;YILIŞIK;51;ZÜL.AYDOĞDİ;MUSTAFA ŞİŞMAN;HÜS.KARABULUT;10;%5.06(7);38;2:18.79;12,75;
7;ŞANSIBOLBEY KG DB;4y a  a;GELİBOLU;SEDAHANIM;61;R.KETME;MAHMUT AKPOLAT;N.GÜNDÜZ;11;%27.22(1);58;2:18.89;2,20;
8;BALATÜRK KG DB SK;4y k  a;YAŞARCIK;CAVİDANHANIM;52 +1.50;M.BAĞ;EMRE ÜNSEVER;Y.TAŞKIN;4;%1.03(9);37;2:21.99;41,40;
9;SARI ÖMER KG K DB;4y d  a;SAADIN GÜCÜ;İLDEM;52 +1.90;B.BAGUÇ;GÖKHAN ERDOĞAN;E.ÇİLEK;12 - DS;%0.77(10);37;2:24.78;49,85;
10;BABA BERKAN KG SK;4y k  a;GÜMBÜRGÜMBÜR;KORKUT ELİF;50 +2.00;S.GÜLENYÜZLER;CAHİT SEKİN;T.SAYILKAN;8;%0.33(11);26;2:25.99;73,60;
